meter_urn,period_type,period_label,row_count,measurement_count,measurement_columns,joined_weather_columns,usable_column_count,usable_columns,start_ts,end_ts,mean_null_ratio_usable,target_column,top_corr_with_target_column,top_corr_with_target_value,top_abs_corr_with_target_value,error
H1.Z13,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.008586,P,P1,0.997671,0.997671,
H1.Z13,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.015596,P,P1,0.998206,0.998206,
H2.Z64,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.004755,P,I2,0.855548,0.855548,
H2.Z64,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.006314,P,P2,0.961427,0.961427,
H2.Z64,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.008863,P,P2,0.995678,0.995678,
H2.Z64,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.016099,P,P2,0.992409,0.992409,
H4.Z50,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.036307,P,P1,0.990016,0.990016,
H4.Z50,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.004188,P,P1,0.990254,0.990254,
H4.Z50,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.085939,P,P1,0.989935,0.989935,
H4.Z50,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.11825,P,P1,0.986232,0.986232,
H2.Z68,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.001273,P,P3,0.993614,0.993614,
H2.Z68,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.004328,P,P1,0.960226,0.960226,
H2.Z68,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.009159,P,P1,0.936144,0.936144,
H2.Z68,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.016636,P,P1,0.988253,0.988253,
V.Z84,seasonal,Winter,9407,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-12-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.001799,P,P3,0.999992,0.999992,
V.Z84,seasonal,Spring,8832,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.007098,P,P3,0.999972,0.999972,
V.Z84,seasonal,Summer,10370,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-06-28 22:00:00+00:00,2023-08-31 23:00:00+00:00,0.006576,P,P3,0.999972,0.999972,
V.Z84,seasonal,Autumn,10920,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.007678,P,P1,0.999984,0.999984,
H1.Z20,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.001203,P,P1,0.999199,0.999199,
H1.Z20,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.004057,P,P2,0.999945,0.999945,
H1.Z20,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.008586,P,P1,0.99139,0.99139,
H1.Z20,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.015596,P,P1,0.99944,0.99944,
H2.T.Z33,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.038766,P,P2,0.994712,0.994712,
H2.T.Z33,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.007079,P,P2,0.991335,0.991335,
H2.T.Z33,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.008586,P,P2,0.996404,0.996404,
H2.T.Z33,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.015596,P,P2,0.99342,0.99342,
H2.Z35,seasonal,Winter,12985,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,0.342169,P,P2,0.99726,0.99726,
H2.Z35,seasonal,Spring,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-03-01 00:00:00+00:00,2023-05-31 23:00:00+00:00,0.31064,P,P2,0.996107,0.996107,
H2.Z35,seasonal,Summer,13248,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.326295,P,P2,0.99897,0.99897,
H2.Z35,seasonal,Autumn,13104,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.426556,P,P1,0.99604,0.99604,
H2.ZE64,seasonal,Winter,2903,21,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-12-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.008256,P,P3,0.99996,0.99996,
H2.ZE64,seasonal,Spring,3898,21,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-03-22 14:00:00+00:00,2023-05-31 23:00:00+00:00,5e-05,P,P3,0.996218,0.996218,
H2.ZE64,seasonal,Summer,4416,21,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-06-01 00:00:00+00:00,2023-08-31 23:00:00+00:00,0.015998,P,P3,0.999423,0.999423,
H2.ZE64,seasonal,Autumn,4368,21,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,U1,U2,U3,W,W1,W2,W3,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-09-01 00:00:00+00:00,2023-11-30 23:00:00+00:00,0.016129,P,P1,0.999928,0.999928,
