ts,meter_urn,measurement,value,lstm_flag,if_flag,iqr_flag,score,label
2018-06-07 08:00:00+00:00,V.Z81,P,120049.48085069444,0,1,0,1,주의
2018-06-07 09:00:00+00:00,V.Z81,P,146353.8616579861,0,1,0,1,주의
2018-06-07 10:00:00+00:00,V.Z81,P,125436.2129813206,0,1,0,1,주의
2018-06-07 11:00:00+00:00,V.Z81,P,121446.87520833334,0,1,0,1,주의
2018-06-07 12:00:00+00:00,V.Z81,P,114144.04659505207,0,1,0,1,주의
2018-06-07 13:00:00+00:00,V.Z81,P,107222.06192057292,0,1,0,1,주의
2018-06-11 09:00:00+00:00,V.Z81,P,132681.7198893229,0,1,0,1,주의
2018-06-11 10:00:00+00:00,V.Z81,P,128947.07669270832,0,1,0,1,주의
2018-06-11 11:00:00+00:00,V.Z81,P,128805.53888020832,0,1,0,1,주의
2018-06-11 12:00:00+00:00,V.Z81,P,151764.56151041668,0,1,0,1,주의
2018-06-11 13:00:00+00:00,V.Z81,P,138285.69908854167,0,1,0,1,주의
2018-06-11 14:00:00+00:00,V.Z81,P,131203.78177083333,0,1,0,1,주의
2018-06-11 15:00:00+00:00,V.Z81,P,116144.18272786458,0,1,0,1,주의
2018-06-11 16:00:00+00:00,V.Z81,P,96490.26970703126,0,1,0,1,주의
2018-06-11 17:00:00+00:00,V.Z81,P,89961.23396484375,0,1,0,1,주의
2018-06-18 10:00:00+00:00,V.Z81,P,138362.30798177083,0,1,0,1,주의
2018-06-19 09:00:00+00:00,V.Z81,P,133145.8516573991,0,1,0,1,주의
2018-06-19 10:00:00+00:00,V.Z81,P,107509.03426432292,0,1,0,1,주의
2018-06-19 11:00:00+00:00,V.Z81,P,103149.93798502604,0,1,0,1,주의
2018-06-20 14:00:00+00:00,V.Z81,P,144436.74558219587,1,1,0,2,경고
2018-06-20 15:00:00+00:00,V.Z81,P,130239.64721354168,0,1,0,1,주의
2018-06-20 16:00:00+00:00,V.Z81,P,125062.26266493056,0,1,0,1,주의
2018-06-20 17:00:00+00:00,V.Z81,P,120884.4908029514,0,1,0,1,주의
2018-06-20 18:00:00+00:00,V.Z81,P,94996.1008810764,0,1,0,1,주의
2018-06-21 07:00:00+00:00,V.Z81,P,111135.89972005208,0,1,0,1,주의
2018-06-21 08:00:00+00:00,V.Z81,P,136570.36794921875,0,1,0,1,주의
2018-06-21 09:00:00+00:00,V.Z81,P,153539.52368489586,0,1,0,1,주의
2018-06-21 10:00:00+00:00,V.Z81,P,133977.90455729168,0,1,0,1,주의
2018-06-21 11:00:00+00:00,V.Z81,P,108469.38771484376,0,1,0,1,주의
2018-06-21 12:00:00+00:00,V.Z81,P,115410.58850260418,0,1,0,1,주의
2018-06-21 13:00:00+00:00,V.Z81,P,122825.85847005207,0,1,0,1,주의
2018-06-21 14:00:00+00:00,V.Z81,P,112731.5966385616,0,1,0,1,주의
2018-06-21 15:00:00+00:00,V.Z81,P,108584.03671006944,0,1,0,1,주의
2018-06-21 16:00:00+00:00,V.Z81,P,96982.300625,0,1,0,1,주의
2018-06-22 10:00:00+00:00,V.Z81,P,107706.28942613768,1,0,0,1,주의
2018-06-26 09:00:00+00:00,V.Z81,P,106020.81533854168,0,1,0,1,주의
2018-06-26 10:00:00+00:00,V.Z81,P,106393.17075520832,0,1,0,1,주의
2018-06-26 11:00:00+00:00,V.Z81,P,110456.18666666668,0,1,0,1,주의
2018-06-26 12:00:00+00:00,V.Z81,P,113339.15197265624,0,1,0,1,주의
2018-06-26 13:00:00+00:00,V.Z81,P,111998.67662109376,0,1,0,1,주의
2018-06-26 14:00:00+00:00,V.Z81,P,121860.30147135416,0,1,0,1,주의
2018-06-26 15:00:00+00:00,V.Z81,P,110247.2257747396,0,1,0,1,주의
2018-06-27 14:00:00+00:00,V.Z81,P,121820.19329671982,0,1,0,1,주의
2018-06-27 15:00:00+00:00,V.Z81,P,78175.66523003472,0,1,0,1,주의
2018-06-28 10:00:00+00:00,V.Z81,P,117899.04221354167,0,1,0,1,주의
2018-06-28 11:00:00+00:00,V.Z81,P,128462.0378515625,0,1,0,1,주의
2018-06-28 12:00:00+00:00,V.Z81,P,123703.7171484375,0,1,0,1,주의
2018-06-28 13:00:00+00:00,V.Z81,P,127054.85510416668,0,1,0,1,주의
2018-06-28 14:00:00+00:00,V.Z81,P,101826.8230078125,0,1,0,1,주의
2018-06-29 09:00:00+00:00,V.Z81,P,132030.62205078124,0,1,0,1,주의
2018-06-29 10:00:00+00:00,V.Z81,P,127840.63353515624,0,1,0,1,주의
2018-06-29 11:00:00+00:00,V.Z81,P,135232.46850260417,0,1,0,1,주의
2018-06-29 12:00:00+00:00,V.Z81,P,122456.10932291669,0,1,0,1,주의
2018-06-29 13:00:00+00:00,V.Z81,P,128350.410625,0,1,0,1,주의
2018-06-29 14:00:00+00:00,V.Z81,P,110640.284375,0,1,0,1,주의
2018-06-29 15:00:00+00:00,V.Z81,P,97379.36012369792,0,1,0,1,주의
2018-07-02 13:00:00+00:00,V.Z81,P,119302.8628125,0,1,0,1,주의
2018-07-02 14:00:00+00:00,V.Z81,P,110838.19006769934,0,1,0,1,주의
2018-07-02 15:00:00+00:00,V.Z81,P,138148.10091796875,0,1,0,1,주의
2018-07-02 16:00:00+00:00,V.Z81,P,139547.2673828125,0,1,0,1,주의
2018-07-02 17:00:00+00:00,V.Z81,P,126955.65858072916,0,1,0,1,주의
2018-07-02 18:00:00+00:00,V.Z81,P,86171.98335286458,0,1,0,1,주의
2018-07-03 06:00:00+00:00,V.Z81,P,105215.36832682292,0,1,0,1,주의
2018-07-03 07:00:00+00:00,V.Z81,P,135301.47553385416,1,1,0,2,경고
2018-07-03 08:00:00+00:00,V.Z81,P,164148.7696875,1,1,1,3,위험
2018-07-03 09:00:00+00:00,V.Z81,P,136186.80736979167,0,1,0,1,주의
2018-07-03 10:00:00+00:00,V.Z81,P,80151.47138020834,1,1,0,2,경고
2018-07-03 11:00:00+00:00,V.Z81,P,81064.16872395833,1,1,0,2,경고
2018-07-03 12:00:00+00:00,V.Z81,P,132873.451875,0,1,0,1,주의
2018-07-03 13:00:00+00:00,V.Z81,P,158034.85127604165,0,1,0,1,주의
2018-07-03 14:00:00+00:00,V.Z81,P,152681.76202473958,0,1,0,1,주의
2018-07-03 15:00:00+00:00,V.Z81,P,130454.6855403646,0,1,0,1,주의
2018-07-03 16:00:00+00:00,V.Z81,P,128581.04869387065,0,1,0,1,주의
2018-07-03 17:00:00+00:00,V.Z81,P,110646.8173220486,0,1,0,1,주의
2018-07-03 18:00:00+00:00,V.Z81,P,80332.95225319118,0,1,0,1,주의
2018-07-04 07:00:00+00:00,V.Z81,P,114640.74083333332,0,1,0,1,주의
2018-07-04 08:00:00+00:00,V.Z81,P,131597.0072265625,1,1,0,2,경고
2018-07-04 09:00:00+00:00,V.Z81,P,149088.04514322916,0,1,0,1,주의
2018-07-04 10:00:00+00:00,V.Z81,P,136942.30569010417,0,1,0,1,주의
2018-07-04 11:00:00+00:00,V.Z81,P,145374.64764322917,0,1,0,1,주의
2018-07-04 12:00:00+00:00,V.Z81,P,161647.56255208334,0,1,0,1,주의
2018-07-04 13:00:00+00:00,V.Z81,P,124981.09854817708,0,1,0,1,주의
2018-07-04 14:00:00+00:00,V.Z81,P,110789.09125489202,0,1,0,1,주의
2018-07-04 15:00:00+00:00,V.Z81,P,116240.63569878472,0,1,0,1,주의
2018-07-04 16:00:00+00:00,V.Z81,P,84066.01084201389,0,1,0,1,주의
2018-07-06 10:00:00+00:00,V.Z81,P,131013.7748387383,0,1,0,1,주의
2018-07-06 11:00:00+00:00,V.Z81,P,134248.59677083333,0,1,0,1,주의
2018-07-06 12:00:00+00:00,V.Z81,P,145715.74134114583,0,1,0,1,주의
2018-07-06 13:00:00+00:00,V.Z81,P,136842.40221354167,0,1,0,1,주의
2018-07-06 14:00:00+00:00,V.Z81,P,106979.59940104166,0,1,0,1,주의
2018-07-06 15:00:00+00:00,V.Z81,P,66977.67709635416,0,1,0,1,주의
2018-07-09 08:00:00+00:00,V.Z81,P,131089.89384114585,1,0,0,1,주의
2018-07-09 09:00:00+00:00,V.Z81,P,138534.8585611979,0,1,0,1,주의
2018-07-09 10:00:00+00:00,V.Z81,P,66302.55385091146,0,1,0,1,주의
2018-07-12 12:00:00+00:00,V.Z81,P,113730.95926432293,0,1,0,1,주의
2018-07-17 11:00:00+00:00,V.Z81,P,147783.6850390625,0,1,0,1,주의
2018-07-17 12:00:00+00:00,V.Z81,P,121368.18558593748,0,1,0,1,주의
2018-07-17 13:00:00+00:00,V.Z81,P,100660.22423177084,0,1,0,1,주의
2018-07-17 14:00:00+00:00,V.Z81,P,94032.74762369791,0,1,0,1,주의
2018-07-18 14:00:00+00:00,V.Z81,P,123740.05759765624,0,1,0,1,주의
2018-07-18 15:00:00+00:00,V.Z81,P,97392.21912760416,0,1,0,1,주의
2018-07-19 11:00:00+00:00,V.Z81,P,119727.44954568971,1,0,0,1,주의
2018-07-19 12:00:00+00:00,V.Z81,P,169311.8029485653,0,1,0,1,주의
2018-07-19 13:00:00+00:00,V.Z81,P,143398.21707602093,0,1,0,1,주의
2018-07-19 14:00:00+00:00,V.Z81,P,116627.83562630296,0,1,0,1,주의
2018-07-19 15:00:00+00:00,V.Z81,P,119588.2679173606,0,1,0,1,주의
2018-07-19 16:00:00+00:00,V.Z81,P,112594.4536063204,0,1,0,1,주의
2018-07-19 17:00:00+00:00,V.Z81,P,95643.72359895808,0,1,0,1,주의
2018-07-20 06:00:00+00:00,V.Z81,P,93376.395604401,1,0,0,1,주의
2018-07-20 07:00:00+00:00,V.Z81,P,163776.0761922106,1,1,1,3,위험
2018-07-20 08:00:00+00:00,V.Z81,P,149595.554524775,0,1,0,1,주의
2018-07-20 09:00:00+00:00,V.Z81,P,92205.43474945654,0,1,0,1,주의
2018-07-20 10:00:00+00:00,V.Z81,P,91214.72093699271,0,1,0,1,주의
2018-07-24 08:00:00+00:00,V.Z81,P,65921.4078125,1,0,0,1,주의
2018-07-24 10:00:00+00:00,V.Z81,P,136288.8879241702,1,0,0,1,주의
2018-07-24 11:00:00+00:00,V.Z81,P,146018.320859375,1,1,0,2,경고
2018-07-24 12:00:00+00:00,V.Z81,P,166230.9863144638,1,1,0,2,경고
2018-07-24 13:00:00+00:00,V.Z81,P,166171.81031250002,0,1,0,1,주의
2018-07-24 14:00:00+00:00,V.Z81,P,130276.25438802084,0,1,0,1,주의
2018-07-24 15:00:00+00:00,V.Z81,P,112109.381796875,0,1,0,1,주의
2018-07-24 16:00:00+00:00,V.Z81,P,107327.4374153646,0,1,0,1,주의
2018-07-24 17:00:00+00:00,V.Z81,P,88250.6928125,0,1,0,1,주의
2018-07-25 07:00:00+00:00,V.Z81,P,94327.04818359374,1,0,0,1,주의
2018-07-25 08:00:00+00:00,V.Z81,P,126211.217734375,1,1,0,2,경고
2018-07-25 09:00:00+00:00,V.Z81,P,152511.11712239584,1,1,0,2,경고
2018-07-25 10:00:00+00:00,V.Z81,P,160148.53649739583,1,1,0,2,경고
2018-07-25 11:00:00+00:00,V.Z81,P,160633.41007812502,1,1,0,2,경고
2018-07-25 12:00:00+00:00,V.Z81,P,170950.91653645833,0,1,0,1,주의
2018-07-25 13:00:00+00:00,V.Z81,P,149343.48015624998,0,1,0,1,주의
2018-07-25 14:00:00+00:00,V.Z81,P,113406.55917317708,0,1,0,1,주의
2018-07-25 15:00:00+00:00,V.Z81,P,86254.10126953125,0,1,0,1,주의
2018-07-26 08:00:00+00:00,V.Z81,P,101761.73653645834,1,1,0,2,경고
2018-07-26 09:00:00+00:00,V.Z81,P,148771.12942708333,1,1,0,2,경고
2018-07-26 10:00:00+00:00,V.Z81,P,149161.07020833337,1,1,0,2,경고
2018-07-26 11:00:00+00:00,V.Z81,P,145880.59057732808,1,1,0,2,경고
2018-07-26 12:00:00+00:00,V.Z81,P,166451.1025,0,1,0,1,주의
2018-07-26 13:00:00+00:00,V.Z81,P,161080.82958333334,0,1,0,1,주의
2018-07-26 14:00:00+00:00,V.Z81,P,137742.397421875,0,1,0,1,주의
2018-07-26 15:00:00+00:00,V.Z81,P,121420.9467578125,0,1,0,1,주의
2018-07-26 16:00:00+00:00,V.Z81,P,110107.80930989583,0,1,0,1,주의
2018-07-26 17:00:00+00:00,V.Z81,P,92893.25102864584,0,1,0,1,주의
2018-07-26 18:00:00+00:00,V.Z81,P,61882.5225,0,1,0,1,주의
2018-07-27 07:00:00+00:00,V.Z81,P,98339.64579101562,1,0,0,1,주의
2018-07-27 08:00:00+00:00,V.Z81,P,138877.8750032552,0,1,0,1,주의
2018-07-27 09:00:00+00:00,V.Z81,P,116186.72560546876,0,1,0,1,주의
2018-07-27 10:00:00+00:00,V.Z81,P,129361.92840494792,0,1,0,1,주의
2018-07-27 11:00:00+00:00,V.Z81,P,149839.96373697917,0,1,0,1,주의
2018-07-27 12:00:00+00:00,V.Z81,P,158498.32604166667,0,1,0,1,주의
2018-07-27 13:00:00+00:00,V.Z81,P,114064.60404947917,0,1,0,1,주의
2018-07-27 14:00:00+00:00,V.Z81,P,87728.82028557855,0,1,0,1,주의
2018-07-30 07:00:00+00:00,V.Z81,P,115826.18391276042,1,0,0,1,주의
2018-07-30 08:00:00+00:00,V.Z81,P,132311.56458984374,1,0,0,1,주의
2018-07-30 09:00:00+00:00,V.Z81,P,143861.3344921875,1,1,0,2,경고
2018-07-30 10:00:00+00:00,V.Z81,P,146923.7156366207,1,1,0,2,경고
2018-07-30 11:00:00+00:00,V.Z81,P,153588.51046006943,0,1,0,1,주의
2018-07-30 12:00:00+00:00,V.Z81,P,155006.0763888889,0,1,0,1,주의
2018-07-30 13:00:00+00:00,V.Z81,P,158899.32782118057,0,1,0,1,주의
2018-07-30 14:00:00+00:00,V.Z81,P,116672.65081380209,0,1,0,1,주의
2018-07-30 15:00:00+00:00,V.Z81,P,116090.41214192708,0,1,0,1,주의
2018-07-30 16:00:00+00:00,V.Z81,P,110209.55345052083,0,1,0,1,주의
2018-07-30 17:00:00+00:00,V.Z81,P,94175.84690755208,0,1,0,1,주의
2018-07-31 07:00:00+00:00,V.Z81,P,129215.61859375,1,1,0,2,경고
2018-07-31 08:00:00+00:00,V.Z81,P,143144.99829427086,1,1,0,2,경고
2018-07-31 09:00:00+00:00,V.Z81,P,146296.47046875002,0,1,0,1,주의
2018-07-31 10:00:00+00:00,V.Z81,P,91576.44152343748,1,1,0,2,경고
2018-07-31 11:00:00+00:00,V.Z81,P,93169.14708333332,0,1,0,1,주의
2018-07-31 12:00:00+00:00,V.Z81,P,151342.8808203125,1,1,0,2,경고
2018-07-31 13:00:00+00:00,V.Z81,P,166691.00477864585,1,1,0,2,경고
2018-07-31 14:00:00+00:00,V.Z81,P,156997.18540364585,1,1,1,3,위험
2018-07-31 15:00:00+00:00,V.Z81,P,157710.1521354167,1,1,1,3,위험
2018-07-31 16:00:00+00:00,V.Z81,P,141243.46424479168,0,1,0,1,주의
2018-07-31 17:00:00+00:00,V.Z81,P,128883.65609375,0,1,0,1,주의
2018-07-31 18:00:00+00:00,V.Z81,P,92729.16402994792,0,1,0,1,주의
2018-07-31 19:00:00+00:00,V.Z81,P,87441.70955078125,0,1,0,1,주의
2018-07-31 20:00:00+00:00,V.Z81,P,85219.45907552083,0,1,0,1,주의
2018-08-01 05:00:00+00:00,V.Z81,P,110081.35673177084,0,1,0,1,주의
2018-08-01 06:00:00+00:00,V.Z81,P,116364.2030859375,0,1,0,1,주의
2018-08-01 07:00:00+00:00,V.Z81,P,138053.65118489583,1,1,0,2,경고
2018-08-01 08:00:00+00:00,V.Z81,P,147232.30020833333,0,1,0,1,주의
2018-08-01 09:00:00+00:00,V.Z81,P,135924.04815104167,0,1,0,1,주의
2018-08-01 10:00:00+00:00,V.Z81,P,142050.53302083333,0,1,0,1,주의
2018-08-01 11:00:00+00:00,V.Z81,P,145500.29893229163,0,1,0,1,주의
2018-08-01 12:00:00+00:00,V.Z81,P,153062.67479166668,0,1,0,1,주의
2018-08-01 13:00:00+00:00,V.Z81,P,152907.62984375,0,1,0,1,주의
2018-08-01 14:00:00+00:00,V.Z81,P,136758.87992015344,0,1,0,1,주의
2018-08-01 15:00:00+00:00,V.Z81,P,125672.95171006944,0,1,0,1,주의
2018-08-01 16:00:00+00:00,V.Z81,P,119933.15530381944,0,1,0,1,주의
2018-08-01 17:00:00+00:00,V.Z81,P,104419.06858072916,0,1,0,1,주의
2018-08-01 18:00:00+00:00,V.Z81,P,92557.79944397684,0,1,0,1,주의
2018-08-02 06:00:00+00:00,V.Z81,P,111105.80809244791,0,1,0,1,주의
2018-08-02 07:00:00+00:00,V.Z81,P,125157.9556640625,0,1,0,1,주의
2018-08-02 08:00:00+00:00,V.Z81,P,143074.77361979167,1,1,0,2,경고
2018-08-02 09:00:00+00:00,V.Z81,P,124927.71303385418,0,1,0,1,주의
2018-08-02 10:00:00+00:00,V.Z81,P,74350.28492989347,0,1,0,1,주의
2018-08-02 11:00:00+00:00,V.Z81,P,76789.65890625,0,1,0,1,주의
2018-08-06 13:00:00+00:00,V.Z81,P,162868.87598958332,0,1,0,1,주의
2018-08-06 14:00:00+00:00,V.Z81,P,121880.84802811618,0,1,0,1,주의
2018-08-06 15:00:00+00:00,V.Z81,P,86669.2521484375,0,1,0,1,주의
2018-08-07 07:00:00+00:00,V.Z81,P,113350.48216145832,1,0,0,1,주의
2018-08-07 08:00:00+00:00,V.Z81,P,139368.78665798611,1,0,0,1,주의
2018-08-07 09:00:00+00:00,V.Z81,P,150331.40776909722,1,1,0,2,경고
2018-08-07 10:00:00+00:00,V.Z81,P,152356.8127517361,1,1,0,2,경고
2018-08-07 11:00:00+00:00,V.Z81,P,165855.88751302083,0,1,0,1,주의
2018-08-07 12:00:00+00:00,V.Z81,P,105067.75830729166,0,1,0,1,주의
2018-08-07 13:00:00+00:00,V.Z81,P,113462.05434895834,0,1,0,1,주의
2018-08-07 14:00:00+00:00,V.Z81,P,121844.228359375,0,1,0,1,주의
2018-08-07 15:00:00+00:00,V.Z81,P,117625.62641927083,0,1,0,1,주의
2018-08-07 16:00:00+00:00,V.Z81,P,124622.6515625,0,1,0,1,주의
2018-08-07 17:00:00+00:00,V.Z81,P,96232.69348307292,0,1,0,1,주의
2018-08-07 18:00:00+00:00,V.Z81,P,77233.07229166667,0,1,0,1,주의
2018-08-08 06:00:00+00:00,V.Z81,P,83142.22971211714,1,0,0,1,주의
2018-08-08 07:00:00+00:00,V.Z81,P,121479.87622395832,1,0,0,1,주의
2018-08-08 08:00:00+00:00,V.Z81,P,154375.24815644923,1,1,0,2,경고
2018-08-08 09:00:00+00:00,V.Z81,P,156109.178359375,1,1,0,2,경고
2018-08-08 10:00:00+00:00,V.Z81,P,147215.07015625,0,1,0,1,주의
2018-08-08 11:00:00+00:00,V.Z81,P,120362.96256510416,0,1,0,1,주의
2018-08-08 12:00:00+00:00,V.Z81,P,134877.02438802083,1,1,0,2,경고
