device_id,n_windows,anomaly_threshold,overall_detection_rate,n_정상,detection_rate_정상,mean_score_정상,n_주의,detection_rate_주의,mean_score_주의,n_경고,detection_rate_경고,mean_score_경고
372,144,4441.751709601675,0.6944444444444444,131,0.6717557251908397,17103.54777282249,13,0.9230769230769231,16606.640540489785,0,,
378,53,4441.751709601675,0.0,22,0.0,1043.9620444557884,7,0.0,1004.5279453822544,24,0.0,294.02613757054013
414,190,4441.751709601675,0.005263157894736842,154,0.006493506493506494,778.5698002158822,36,0.0,441.04090627034503,0,,
416,190,4441.751709601675,0.0,190,0.0,415.0595592900326,0,,,0,,
417,190,4441.751709601675,0.24736842105263157,189,0.24867724867724866,3359.950000096881,1,0.0,224.55078125,0,,
418,190,4441.751709601675,0.0,183,0.0,438.5845503468331,7,0.0,504.2232121058873,0,,
419,190,4441.751709601675,0.042105263157894736,188,0.0425531914893617,1540.6341555879471,2,0.0,461.3912658691406,0,,
439,166,4441.751709601675,0.23493975903614459,166,0.23493975903614459,2926.0601856737253,0,,,0,,
440,166,4441.751709601675,0.1686746987951807,166,0.1686746987951807,2669.7628374214632,0,,,0,,
441,166,4441.751709601675,0.18674698795180722,43,0.5116279069767442,10263.310650492824,56,0.16071428571428573,3574.6583686556137,67,0.0,385.48803619840254
442,166,4441.751709601675,0.14457831325301204,101,0.16831683168316833,4252.655986672581,0,,,65,0.1076923076923077,2799.519374671349
448,142,4441.751709601675,0.056338028169014086,142,0.056338028169014086,1844.6122373124244,0,,,0,,
451,142,4441.751709601675,0.035211267605633804,79,0.06329113924050633,1316.7180080655255,63,0.0,496.7120551457481,0,,
454,142,4441.751709601675,0.0,137,0.0,390.37625722119407,0,,,5,0.0,156.24111328125
459,93,4441.751709601675,0.5053763440860215,93,0.5053763440860215,5286.115515760196,0,,,0,,
461,60,4441.751709601675,0.55,60,0.55,5086.094700113932,0,,,0,,
463,142,4441.751709601675,0.0,4,0.0,1005.6279373168945,0,,,138,0.0,240.9470208451368
467,572,4441.751709601675,0.0,189,0.0,354.9790013732103,21,0.0,98.41025745301019,362,0.0,95.72857562744815
479,358,4441.751709601675,0.0,0,,,39,0.0,153.34725419068948,319,0.0,53.16871432077175
480,358,4441.751709601675,0.002793296089385475,84,0.011904761904761904,611.9000745046707,0,,,274,0.0,223.07503691206884
481,358,4441.751709601675,0.0,0,,,8,0.0,141.7607705593109,350,0.0,41.61566070352282
482,358,4441.751709601675,0.0,16,0.0,1108.1541967391968,0,,,342,0.0,119.0635064017703
483,358,4441.751709601675,0.0,0,,,5,0.0,134.94212799072267,353,0.0,42.126606890567636
484,190,4441.751709601675,0.23157894736842105,0,,,4,0.75,8306.713317871094,186,0.22043010752688172,3399.440392733902
485,154,4441.751709601675,0.03896103896103896,3,0.0,1947.7381184895833,2,0.5,5212.4610595703125,149,0.03355704697986577,837.0220624360462
509,358,4441.751709601675,0.0,0,,,0,,,358,0.0,54.2519869484715
52,526,4441.751709601675,0.0,526,0.0,216.29579697815637,0,,,0,,
548,214,4441.751709601675,0.0514018691588785,0,,,110,0.06363636363636363,1613.1527956529096,104,0.038461538461538464,1126.0311514047476
56,526,4441.751709601675,0.0,0,,,526,0.0,53.44920263000314,0,,
80,564,4441.751709601675,0.0070921985815602835,9,0.1111111111111111,2287.521311442057,36,0.027777777777777776,1863.585239092509,519,0.0038535645472061657,471.5748673900244
82,526,4441.751709601675,0.0,2,0.0,1804.2615661621094,37,0.0,1587.4093642363678,487,0.0,414.6259218515557
86,526,4441.751709601675,0.0,0,,,0,,,526,0.0,98.01487807629226
87,526,4441.751709601675,0.0,0,,,0,,,526,0.0,141.84421492710766
