meter,measurement,anomaly_type,건수,시작일,종료일,min_val,max_val,criterion
H1.Z29,f,통계적이상(3sigma),17,2018-03-02,2023-01-03,49.95479595820108,50.05463138863669,"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0145"
H1.Z310,f,통계적이상(3sigma),10,2020-12-05,2023-04-22,49.97000967661538,50.0670499420166,"mean=49.9997, sigma=0.0044, lower=49.9863, upper=50.0130"
H1.ZE20,f,통계적이상(3sigma),1,2023-04-09,2023-04-09,49.9970404877326,50.06716074837574,"mean=50.0002, sigma=0.0047, lower=49.9859, upper=50.0144"
H2.T.Z30,f,물리적이상(주파수범위초과),1,2021-12-10,2021-12-10,48.06731182795699,50.11891666666667,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.T.Z30,f,통계적이상(3sigma),6,2018-02-14,2018-03-02,49.97225,50.03866666666667,"mean=50.1039, sigma=0.0312, lower=50.0103, upper=50.1976"
H2.T.Z31,f,물리적이상(주파수범위초과),1,2021-12-10,2021-12-10,48.870354166666665,50.064,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.T.Z31,f,통계적이상(3sigma),16,2018-01-15,2019-01-10,49.95966666666666,50.0225,"mean=50.0457, sigma=0.0163, lower=49.9968, upper=50.0946"
H2.T.Z32,f,물리적이상(주파수범위초과),1,2021-12-10,2021-12-10,49.34911274509804,50.10883333333334,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.T.Z32,f,통계적이상(3sigma),3,2018-02-28,2018-03-02,49.962583333333335,50.01591666666666,"mean=50.0937, sigma=0.0347, lower=49.9897, upper=50.1977"
H2.T.Z33,f,물리적이상(주파수범위초과),1,2021-04-30,2021-04-30,49.25408333333333,50.1025,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.T.Z33,f,통계적이상(3sigma),32,2018-02-02,2019-01-10,49.994,50.06616666666666,"mean=50.0940, sigma=0.0181, lower=50.0398, upper=50.1482"
H2.T.Z34,f,물리적이상(주파수범위초과),4,2020-03-06,2020-03-09,0.0,50.11591666666666,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.Z311,f,통계적이상(3sigma),10,2020-12-05,2023-04-22,49.9701687153637,50.06629572076843,"mean=49.9998, sigma=0.0044, lower=49.9865, upper=50.0130"
H2.Z64,f,물리적이상(주파수범위초과),5,2020-03-06,2022-07-14,0.0,50.11958333333334,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.Z65,f,물리적이상(주파수범위초과),2,2020-03-06,2022-07-14,48.44925,50.13608333333333,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.Z65,f,통계적이상(3sigma),2,2018-03-01,2018-03-02,50.04466666666666,50.08341666666667,"mean=50.1261, sigma=0.0198, lower=50.0667, upper=50.1855"
H2.Z66,f,물리적이상(주파수범위초과),2,2020-03-06,2022-07-14,48.70159523809524,50.14658333333333,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.Z66,f,통계적이상(3sigma),2,2018-02-13,2018-02-14,50.024,50.05683333333333,"mean=50.1303, sigma=0.0276, lower=50.0476, upper=50.2131"
H2.Z67,f,물리적이상(주파수범위초과),2,2020-03-06,2022-07-14,49.05768333333334,50.07449999999999,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.Z67,f,통계적이상(3sigma),5,2018-01-11,2019-01-10,49.98583333333333,50.03975,"mean=50.0584, sigma=0.0162, lower=50.0098, upper=50.1069"
H2.Z68,f,물리적이상(주파수범위초과),2,2020-03-06,2022-07-14,49.09458333333334,50.10841666666667,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.Z68,f,통계적이상(3sigma),4,2018-02-26,2018-03-02,49.985416666666666,50.05058333333333,"mean=50.0914, sigma=0.0266, lower=50.0115, upper=50.1712"
H2.Z69,f,물리적이상(주파수범위초과),1,2020-03-06,2020-03-06,49.208,50.05216666666667,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.Z69,f,통계적이상(3sigma),5,2018-02-07,2019-01-10,49.97341666666667,50.043083333333335,"mean=50.0459, sigma=0.0126, lower=50.0083, upper=50.0836"
H2.Z70,f,물리적이상(주파수범위초과),1,2020-03-06,2020-03-06,49.22375,50.0715,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H2.Z70,f,통계적이상(3sigma),4,2018-02-28,2019-01-10,49.97475,50.03641666666667,"mean=50.0536, sigma=0.0171, lower=50.0024, upper=50.1047"
H2.ZE64,f,통계적이상(3sigma),5,2022-04-21,2023-04-22,49.97283429281408,50.06721783347693,"mean=50.0002, sigma=0.0045, lower=49.9868, upper=50.0137"
H2.ZE65,f,통계적이상(3sigma),5,2022-04-21,2023-04-22,49.97288920955695,50.06691521969629,"mean=50.0001, sigma=0.0045, lower=49.9866, upper=50.0135"
H2.ZE66,f,통계적이상(3sigma),5,2022-04-21,2023-04-22,49.97276539251884,50.06688323963256,"mean=50.0000, sigma=0.0045, lower=49.9866, upper=50.0135"
H2.ZE67,f,통계적이상(3sigma),5,2022-04-21,2023-04-22,49.97334134573363,50.06661833860609,"mean=50.0001, sigma=0.0045, lower=49.9867, upper=50.0135"
H2.ZE74,f,통계적이상(3sigma),4,2022-04-21,2023-04-22,49.97264442867705,50.067626200781866,"mean=50.0002, sigma=0.0045, lower=49.9866, upper=50.0138"
H3.Z312,f,통계적이상(3sigma),10,2020-12-05,2023-04-22,49.97016786575318,50.066873926578296,"mean=49.9997, sigma=0.0044, lower=49.9864, upper=50.0130"
H3.Z40,f,물리적이상(주파수범위초과),1,2021-04-30,2021-04-30,49.26616666666667,50.111666666666665,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H3.Z40,f,통계적이상(3sigma),20,2018-02-02,2019-01-10,50.01491666666666,50.08316666666667,"mean=50.0980, sigma=0.0145, lower=50.0547, upper=50.1414"
H3.Z41,f,물리적이상(주파수범위초과),1,2021-04-30,2021-04-30,48.78066666666667,50.045208333333335,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H3.Z41,f,통계적이상(3sigma),3,2018-03-01,2019-01-10,49.95325,49.9985,"mean=50.0319, sigma=0.0168, lower=49.9814, upper=50.0823"
H3.Z42,f,물리적이상(주파수범위초과),1,2021-04-30,2021-04-30,48.81495833333334,50.06958333333333,min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H3.Z42,f,통계적이상(3sigma),6,2018-02-26,2019-01-10,49.98566666666667,50.04458333333333,"mean=50.0495, sigma=0.0144, lower=50.0062, upper=50.0929"
H4.Z50,f,통계적이상(3sigma),13,2018-01-04,2019-01-10,49.98425,50.05049999999999,"mean=50.0579, sigma=0.0151, lower=50.0128, upper=50.1031"
H4.Z51,f,통계적이상(3sigma),4,2018-02-28,2019-01-10,49.99158333333333,50.04952777777778,"mean=50.0683, sigma=0.0157, lower=50.0212, upper=50.1154"
H4.ZE50,f,통계적이상(3sigma),5,2022-04-21,2023-04-22,49.97274294032181,50.06714990403921,"mean=50.0001, sigma=0.0045, lower=49.9866, upper=50.0136"
H4.ZE51,f,통계적이상(3sigma),5,2022-04-21,2023-04-22,49.97282760743886,50.0671869447496,"mean=50.0001, sigma=0.0045, lower=49.9866, upper=50.0136"
V.Z81,f,통계적이상(3sigma),17,2018-03-02,2023-01-03,49.95458837721081,50.05470914638408,"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0145"
V.Z82,f,통계적이상(3sigma),17,2018-03-02,2023-01-03,49.95462836635362,50.0542822765748,"mean=50.0002, sigma=0.0047, lower=49.9862, upper=50.0143"
V.ZE84,f,통계적이상(3sigma),1,2023-04-09,2023-04-09,49.99720808664962,50.0673727416992,"mean=50.0003, sigma=0.0048, lower=49.9860, upper=50.0146"
