ts,meter_urn,measurement,value,lstm_flag,if_flag,bollinger_flag,score,label
2018-01-05 07:00:00+00:00,V.Z81,P,-74587.86491536458,0,1,0,1,주의
2018-01-05 08:00:00+00:00,V.Z81,P,12018.751259494366,0,1,0,1,주의
2018-01-05 09:00:00+00:00,V.Z81,P,-65750.0073996311,0,1,0,1,주의
2018-01-05 18:00:00+00:00,V.Z81,P,-14757.85016438802,1,0,0,1,주의
2018-01-05 21:00:00+00:00,V.Z81,P,-82985.7226388889,1,1,0,2,경고
2018-01-05 22:00:00+00:00,V.Z81,P,-22248.66400173611,0,1,0,1,주의
2018-01-05 23:00:00+00:00,V.Z81,P,-69755.87745827319,0,1,0,1,주의
2018-01-06 00:00:00+00:00,V.Z81,P,-82903.55287760418,0,1,0,1,주의
2018-01-06 01:00:00+00:00,V.Z81,P,-79139.42189127604,0,1,0,1,주의
2018-01-06 02:00:00+00:00,V.Z81,P,-11232.997452799473,0,1,0,1,주의
2018-01-06 03:00:00+00:00,V.Z81,P,-83735.00849639002,0,1,0,1,주의
2018-01-06 04:00:00+00:00,V.Z81,P,-81885.21447482638,0,1,0,1,주의
2018-01-06 05:00:00+00:00,V.Z81,P,-55388.684754231785,0,1,0,1,주의
2018-01-08 18:00:00+00:00,V.Z81,P,-63749.077265625,1,0,0,1,주의
2018-01-09 18:00:00+00:00,V.Z81,P,-70444.7351453993,1,0,0,1,주의
2018-01-10 04:00:00+00:00,V.Z81,P,-40474.02582763672,1,0,0,1,주의
2018-01-10 06:00:00+00:00,V.Z81,P,-61853.96359375,1,0,0,1,주의
2018-01-10 16:00:00+00:00,V.Z81,P,-20673.391678059903,1,0,0,1,주의
2018-01-10 17:00:00+00:00,V.Z81,P,33875.50020019531,1,0,0,1,주의
2018-01-10 18:00:00+00:00,V.Z81,P,-52310.42890747069,1,0,0,1,주의
2018-01-10 19:00:00+00:00,V.Z81,P,-1812.4745511418805,1,0,0,1,주의
2018-01-10 22:00:00+00:00,V.Z81,P,-80018.55261067707,0,1,0,1,주의
2018-01-10 23:00:00+00:00,V.Z81,P,-83025.12044967929,0,1,0,1,주의
2018-01-11 00:00:00+00:00,V.Z81,P,-79428.41415798612,0,1,0,1,주의
2018-01-11 01:00:00+00:00,V.Z81,P,-68822.14141059028,0,1,0,1,주의
2018-01-11 02:00:00+00:00,V.Z81,P,-68079.08174913195,0,1,0,1,주의
2018-01-11 03:00:00+00:00,V.Z81,P,-72359.8828608283,0,1,0,1,주의
2018-01-11 04:00:00+00:00,V.Z81,P,-69453.14307291668,0,1,0,1,주의
2018-01-11 05:00:00+00:00,V.Z81,P,-56369.07663628472,0,1,0,1,주의
2018-01-11 06:00:00+00:00,V.Z81,P,-60271.7855078125,0,1,0,1,주의
2018-01-11 07:00:00+00:00,V.Z81,P,-60237.12521592882,0,1,0,1,주의
2018-01-11 08:00:00+00:00,V.Z81,P,-40523.76900146485,0,1,0,1,주의
2018-01-11 11:00:00+00:00,V.Z81,P,-33409.92244832926,1,0,0,1,주의
2018-01-11 13:00:00+00:00,V.Z81,P,61070.79351345488,0,1,0,1,주의
2018-01-11 14:00:00+00:00,V.Z81,P,-19872.228321940103,0,1,0,1,주의
2018-01-11 15:00:00+00:00,V.Z81,P,3107.138890056872,1,0,0,1,주의
2018-01-14 22:00:00+00:00,V.Z81,P,-72328.54624430339,0,0,1,1,주의
2018-01-15 00:00:00+00:00,V.Z81,P,-82487.90165364584,0,0,1,1,주의
2018-01-17 08:00:00+00:00,V.Z81,P,34027.56364427574,0,0,1,1,주의
2018-01-17 09:00:00+00:00,V.Z81,P,42245.59667209201,0,0,1,1,주의
2018-01-17 19:00:00+00:00,V.Z81,P,-63755.656228298605,1,0,0,1,주의
2018-01-17 20:00:00+00:00,V.Z81,P,-25425.344764404297,1,0,0,1,주의
2018-01-17 23:00:00+00:00,V.Z81,P,-43508.95336077486,1,0,0,1,주의
2018-01-18 23:00:00+00:00,V.Z81,P,-67688.09053839538,1,0,0,1,주의
2018-01-19 09:00:00+00:00,V.Z81,P,-22287.016118164072,1,0,0,1,주의
2018-01-19 23:00:00+00:00,V.Z81,P,-54747.65044413866,1,0,0,1,주의
2018-01-20 06:00:00+00:00,V.Z81,P,-63582.9175756836,1,0,0,1,주의
2018-01-20 23:00:00+00:00,V.Z81,P,-46602.00564209989,1,0,0,1,주의
2018-01-21 15:00:00+00:00,V.Z81,P,-43010.798111979166,1,0,0,1,주의
2018-01-21 20:00:00+00:00,V.Z81,P,-51223.16295518664,1,0,0,1,주의
2018-01-23 18:00:00+00:00,V.Z81,P,-56741.418070746535,1,0,0,1,주의
2018-01-28 11:00:00+00:00,V.Z81,P,-72943.90393798827,1,0,1,2,경고
2018-01-28 12:00:00+00:00,V.Z81,P,5236.741005452484,1,0,0,1,주의
2018-01-28 13:00:00+00:00,V.Z81,P,-79867.02936848957,1,1,1,3,위험
2018-01-28 14:00:00+00:00,V.Z81,P,-8243.95457383898,1,0,0,1,주의
2018-01-28 15:00:00+00:00,V.Z81,P,-79440.43283854167,1,0,1,2,경고
2018-01-30 12:00:00+00:00,V.Z81,P,59433.53999023439,0,0,1,1,주의
2018-02-06 22:00:00+00:00,V.Z81,P,14183.062509765628,0,0,1,1,주의
2018-02-08 01:00:00+00:00,V.Z81,P,-50723.80168728302,1,0,0,1,주의
2018-02-08 18:00:00+00:00,V.Z81,P,-70891.66895833334,1,0,0,1,주의
2018-02-09 04:00:00+00:00,V.Z81,P,-77456.22294270834,0,1,0,1,주의
2018-02-12 01:00:00+00:00,V.Z81,P,-61656.09291829427,0,0,1,1,주의
2018-02-14 01:00:00+00:00,V.Z81,P,-79012.47621527778,0,1,0,1,주의
2018-02-14 02:00:00+00:00,V.Z81,P,-79178.9751844618,0,1,0,1,주의
2018-02-14 03:00:00+00:00,V.Z81,P,-7416.247324901506,0,1,0,1,주의
2018-02-14 04:00:00+00:00,V.Z81,P,-78670.03356119791,0,1,0,1,주의
2018-02-14 05:00:00+00:00,V.Z81,P,-67127.65002604167,0,1,0,1,주의
2018-02-17 02:00:00+00:00,V.Z81,P,-25933.083216417104,1,0,0,1,주의
2018-02-17 03:00:00+00:00,V.Z81,P,-61676.80069390192,1,0,0,1,주의
2018-02-17 04:00:00+00:00,V.Z81,P,-5240.926873914926,1,0,0,1,주의
2018-02-17 05:00:00+00:00,V.Z81,P,-62358.89228081597,1,0,0,1,주의
2018-02-17 20:00:00+00:00,V.Z81,P,-37553.94168606229,1,0,0,1,주의
2018-02-17 23:00:00+00:00,V.Z81,P,-58479.58432644316,1,0,0,1,주의
2018-02-18 00:00:00+00:00,V.Z81,P,-16047.699605712884,1,0,0,1,주의
2018-02-18 01:00:00+00:00,V.Z81,P,-67776.45002929687,1,0,0,1,주의
2018-02-18 02:00:00+00:00,V.Z81,P,-20306.42924886068,1,0,0,1,주의
2018-02-18 03:00:00+00:00,V.Z81,P,-50772.57029376875,1,0,0,1,주의
2018-02-18 04:00:00+00:00,V.Z81,P,-36518.84683837892,1,0,0,1,주의
2018-02-18 05:00:00+00:00,V.Z81,P,-65617.58194580078,1,0,0,1,주의
2018-02-18 06:00:00+00:00,V.Z81,P,-22536.33045274524,1,0,0,1,주의
2018-02-18 08:00:00+00:00,V.Z81,P,-20536.6564203559,1,0,0,1,주의
2018-02-18 09:00:00+00:00,V.Z81,P,-80935.70513454861,1,0,0,1,주의
2018-02-19 03:00:00+00:00,V.Z81,P,-79615.9600951183,0,1,0,1,주의
2018-02-19 04:00:00+00:00,V.Z81,P,-78986.42250434028,0,1,0,1,주의
2018-02-23 23:00:00+00:00,V.Z81,P,6467.323969964192,1,0,0,1,주의
2018-02-24 00:00:00+00:00,V.Z81,P,-64762.58059664589,1,0,0,1,주의
2018-02-24 01:00:00+00:00,V.Z81,P,2211.0477034505197,1,0,0,1,주의
2018-02-24 02:00:00+00:00,V.Z81,P,-61244.81570421007,1,0,0,1,주의
2018-02-24 03:00:00+00:00,V.Z81,P,-3495.882413440645,1,0,0,1,주의
2018-02-24 06:00:00+00:00,V.Z81,P,-37898.055123291015,1,0,0,1,주의
2018-02-24 07:00:00+00:00,V.Z81,P,-61560.24546095391,1,0,0,1,주의
2018-02-24 19:00:00+00:00,V.Z81,P,-56818.45816956079,1,0,0,1,주의
2018-02-24 20:00:00+00:00,V.Z81,P,-104.39626356336728,1,0,0,1,주의
2018-02-24 22:00:00+00:00,V.Z81,P,-31695.51879014757,1,0,0,1,주의
2018-02-24 23:00:00+00:00,V.Z81,P,-64978.74655602376,1,0,0,1,주의
2018-02-27 11:00:00+00:00,V.Z81,P,46307.79487403328,0,0,1,1,주의
2018-02-27 15:00:00+00:00,V.Z81,P,-8962.954833170566,1,0,0,1,주의
2018-02-27 17:00:00+00:00,V.Z81,P,61901.96916015624,0,1,0,1,주의
2018-03-05 05:00:00+00:00,V.Z81,P,34577.640195312495,0,0,1,1,주의
2018-03-05 09:00:00+00:00,V.Z81,P,34008.953115234384,0,0,1,1,주의
2018-03-05 10:00:00+00:00,V.Z81,P,59151.63227864583,0,0,1,1,주의
2018-03-05 11:00:00+00:00,V.Z81,P,46950.05801808096,0,0,1,1,주의
2018-03-05 13:00:00+00:00,V.Z81,P,53450.08024631077,0,0,1,1,주의
2018-03-05 14:00:00+00:00,V.Z81,P,57604.90476888021,0,0,1,1,주의
2018-03-05 15:00:00+00:00,V.Z81,P,69155.89378720238,0,0,1,1,주의
2018-03-12 06:00:00+00:00,V.Z81,P,31109.42055501302,0,0,1,1,주의
2018-03-12 08:00:00+00:00,V.Z81,P,62638.91419270833,0,0,1,1,주의
2018-03-12 09:00:00+00:00,V.Z81,P,69367.38191189236,0,0,1,1,주의
2018-03-12 10:00:00+00:00,V.Z81,P,77248.45864583334,0,0,1,1,주의
2018-03-14 10:00:00+00:00,V.Z81,P,72640.673515625,0,0,1,1,주의
2018-03-14 11:00:00+00:00,V.Z81,P,94271.51646859218,0,0,1,1,주의
2018-03-14 13:00:00+00:00,V.Z81,P,40434.23267089844,1,0,0,1,주의
2018-03-19 14:00:00+00:00,V.Z81,P,77685.51007161458,0,0,1,1,주의
2018-03-21 12:00:00+00:00,V.Z81,P,11701.846621093737,0,0,1,1,주의
2018-03-21 13:00:00+00:00,V.Z81,P,-11487.406730414485,0,0,1,1,주의
2018-03-21 15:00:00+00:00,V.Z81,P,-38834.27656102037,0,0,1,1,주의
2018-03-21 16:00:00+00:00,V.Z81,P,-45156.83510416667,0,0,1,1,주의
2018-03-21 17:00:00+00:00,V.Z81,P,-51056.71341796875,0,0,1,1,주의
2018-03-26 00:00:00+00:00,V.Z81,P,-55072.63263888889,0,0,1,1,주의
2018-03-26 01:00:00+00:00,V.Z81,P,-54596.012964409725,0,0,1,1,주의
2018-03-30 11:00:00+00:00,V.Z81,P,-56473.85346354167,1,0,0,1,주의
2018-03-31 08:00:00+00:00,V.Z81,P,-24415.31664469401,1,0,0,1,주의
2018-03-31 09:00:00+00:00,V.Z81,P,-34445.321268717445,1,0,0,1,주의
2018-03-31 18:00:00+00:00,V.Z81,P,-66041.52910253816,1,0,0,1,주의
2018-04-01 08:00:00+00:00,V.Z81,P,-4759.413050537091,1,0,0,1,주의
2018-04-01 09:00:00+00:00,V.Z81,P,-60983.60530659994,1,0,0,1,주의
2018-04-01 11:00:00+00:00,V.Z81,P,-60047.01270670573,1,0,0,1,주의
2018-04-01 12:00:00+00:00,V.Z81,P,-12128.775406901046,1,0,0,1,주의
2018-04-01 17:00:00+00:00,V.Z81,P,-31310.10874728733,1,0,0,1,주의
2018-04-02 18:00:00+00:00,V.Z81,P,-69441.95610706676,1,0,0,1,주의
2018-04-02 19:00:00+00:00,V.Z81,P,-14775.515569661458,1,0,0,1,주의
2018-04-02 22:00:00+00:00,V.Z81,P,-16907.96033766509,1,0,0,1,주의
2018-04-02 23:00:00+00:00,V.Z81,P,-55677.19755777996,1,0,0,1,주의
2018-04-03 11:00:00+00:00,V.Z81,P,65902.81002414279,0,0,1,1,주의
2018-04-03 12:00:00+00:00,V.Z81,P,63053.38059082032,0,1,0,1,주의
2018-04-03 13:00:00+00:00,V.Z81,P,74996.16581597223,0,1,0,1,주의
2018-04-03 14:00:00+00:00,V.Z81,P,74522.38788804234,0,1,0,1,주의
2018-04-03 15:00:00+00:00,V.Z81,P,69518.45086263021,0,1,0,1,주의
2018-04-03 16:00:00+00:00,V.Z81,P,52456.80823567708,0,1,0,1,주의
2018-04-03 17:00:00+00:00,V.Z81,P,46835.095811631945,0,1,0,1,주의
2018-04-03 18:00:00+00:00,V.Z81,P,46343.19274836961,0,1,0,1,주의
2018-04-03 19:00:00+00:00,V.Z81,P,45837.52913628472,0,1,0,1,주의
2018-04-05 23:00:00+00:00,V.Z81,P,28473.266590711795,1,0,0,1,주의
2018-04-06 00:00:00+00:00,V.Z81,P,-37527.41462673611,1,0,0,1,주의
2018-04-09 05:00:00+00:00,V.Z81,P,-68612.93651692707,0,0,1,1,주의
2018-04-09 06:00:00+00:00,V.Z81,P,-59277.27109756143,0,0,1,1,주의
2018-04-11 09:00:00+00:00,V.Z81,P,-40567.389376627616,0,0,1,1,주의
2018-04-11 10:00:00+00:00,V.Z81,P,-8022.751574390396,1,0,0,1,주의
2018-04-11 11:00:00+00:00,V.Z81,P,-29891.93749552409,1,0,0,1,주의
2018-04-13 09:00:00+00:00,V.Z81,P,-41980.83975423177,0,0,1,1,주의
2018-04-13 10:00:00+00:00,V.Z81,P,-45307.7139413102,0,0,1,1,주의
2018-04-16 07:00:00+00:00,V.Z81,P,40725.03092230903,0,0,1,1,주의
2018-04-16 10:00:00+00:00,V.Z81,P,43955.231513262734,0,0,1,1,주의
2018-04-16 11:00:00+00:00,V.Z81,P,54955.99022460938,0,0,1,1,주의
2018-04-17 09:00:00+00:00,V.Z81,P,97839.5462152778,0,0,1,1,주의
2018-04-19 07:00:00+00:00,V.Z81,P,96508.18675347224,0,0,1,1,주의
2018-04-19 08:00:00+00:00,V.Z81,P,88447.68610677082,0,1,0,1,주의
2018-04-20 11:00:00+00:00,V.Z81,P,114019.52029296877,0,1,0,1,주의
2018-04-20 12:00:00+00:00,V.Z81,P,114177.96063802084,0,1,0,1,주의
2018-04-20 13:00:00+00:00,V.Z81,P,90561.21701822916,0,1,0,1,주의
2018-04-20 14:00:00+00:00,V.Z81,P,60370.560126953125,0,1,0,1,주의
2018-04-23 15:00:00+00:00,V.Z81,P,73482.40189453124,0,0,1,1,주의
2018-04-24 08:00:00+00:00,V.Z81,P,77378.06938368056,0,0,1,1,주의
2018-04-24 09:00:00+00:00,V.Z81,P,91403.4931032986,0,0,1,1,주의
2018-04-25 12:00:00+00:00,V.Z81,P,99496.51020833332,0,1,0,1,주의
2018-04-25 13:00:00+00:00,V.Z81,P,88025.59353298611,0,1,0,1,주의
2018-04-25 14:00:00+00:00,V.Z81,P,89874.93591436412,0,1,0,1,주의
2018-04-26 05:00:00+00:00,V.Z81,P,-52441.463517795135,0,0,1,1,주의
2018-04-26 07:00:00+00:00,V.Z81,P,12137.6379715983,1,1,0,2,경고
2018-04-26 09:00:00+00:00,V.Z81,P,-3911.184161783855,1,0,0,1,주의
2018-04-26 10:00:00+00:00,V.Z81,P,-47536.72110195239,1,0,0,1,주의
2018-04-26 11:00:00+00:00,V.Z81,P,4673.739168023011,1,0,0,1,주의
2018-04-26 12:00:00+00:00,V.Z81,P,-41936.91295898437,1,0,0,1,주의
2018-04-27 12:00:00+00:00,V.Z81,P,100439.72055121529,0,1,0,1,주의
2018-04-27 13:00:00+00:00,V.Z81,P,87119.10300347224,0,1,0,1,주의
2018-04-27 14:00:00+00:00,V.Z81,P,44309.49213975694,0,1,0,1,주의
2018-04-27 15:00:00+00:00,V.Z81,P,43790.77345269097,0,1,0,1,주의
2018-04-27 16:00:00+00:00,V.Z81,P,41727.439047309024,0,1,0,1,주의
2018-04-30 03:00:00+00:00,V.Z81,P,24009.27448459201,0,0,1,1,주의
2018-04-30 04:00:00+00:00,V.Z81,P,25892.902707248253,0,0,1,1,주의
2018-04-30 09:00:00+00:00,V.Z81,P,51224.31496636285,0,0,1,1,주의
2018-05-01 09:00:00+00:00,V.Z81,P,-27789.694375949435,0,0,1,1,주의
2018-05-01 19:00:00+00:00,V.Z81,P,-69972.32345052084,1,0,1,2,경고
2018-05-02 13:00:00+00:00,V.Z81,P,86855.49502604167,0,0,1,1,주의
2018-05-04 08:00:00+00:00,V.Z81,P,93980.82825086806,0,0,1,1,주의
2018-05-07 06:00:00+00:00,V.Z81,P,34443.59976411137,0,0,1,1,주의
2018-05-07 08:00:00+00:00,V.Z81,P,56941.23465060764,0,0,1,1,주의
2018-05-07 09:00:00+00:00,V.Z81,P,59649.242176649306,0,0,1,1,주의
2018-05-07 10:00:00+00:00,V.Z81,P,55312.06264046717,0,0,1,1,주의
2018-05-07 11:00:00+00:00,V.Z81,P,70934.22915364584,0,0,1,1,주의
2018-05-07 12:00:00+00:00,V.Z81,P,75872.14682291666,0,0,1,1,주의
2018-05-08 10:00:00+00:00,V.Z81,P,132233.62377799657,0,1,1,2,경고
2018-05-08 11:00:00+00:00,V.Z81,P,132628.63886284723,0,1,1,2,경고
2018-05-08 12:00:00+00:00,V.Z81,P,147244.79568576388,0,1,1,2,경고
2018-05-08 13:00:00+00:00,V.Z81,P,149022.41288194444,0,1,0,1,주의
2018-05-08 14:00:00+00:00,V.Z81,P,138821.53360272234,0,1,0,1,주의
2018-05-08 15:00:00+00:00,V.Z81,P,122320.76483072915,0,1,0,1,주의
2018-05-08 16:00:00+00:00,V.Z81,P,106938.48109375,0,1,0,1,주의
2018-05-08 17:00:00+00:00,V.Z81,P,98994.44938802085,0,1,0,1,주의
2018-05-08 18:00:00+00:00,V.Z81,P,82853.36179384775,0,1,0,1,주의
2018-05-08 19:00:00+00:00,V.Z81,P,76389.35184895834,0,1,0,1,주의
2018-05-08 20:00:00+00:00,V.Z81,P,72148.14106770833,0,1,0,1,주의
2018-05-08 21:00:00+00:00,V.Z81,P,72283.11515625,0,1,0,1,주의
2018-05-08 22:00:00+00:00,V.Z81,P,72516.25555235372,0,1,0,1,주의
2018-05-08 23:00:00+00:00,V.Z81,P,69106.67386284722,0,1,0,1,주의
2018-05-09 00:00:00+00:00,V.Z81,P,71047.38576822917,0,1,0,1,주의
2018-05-09 01:00:00+00:00,V.Z81,P,64285.21673611111,0,1,0,1,주의
2018-05-09 02:00:00+00:00,V.Z81,P,63140.01191053143,0,1,0,1,주의
2018-05-09 03:00:00+00:00,V.Z81,P,61121.29939670139,0,1,0,1,주의
2018-05-09 04:00:00+00:00,V.Z81,P,61231.86661458333,0,1,0,1,주의
2018-05-09 05:00:00+00:00,V.Z81,P,77562.39565972221,0,1,0,1,주의
2018-05-09 06:00:00+00:00,V.Z81,P,90217.15908420138,0,1,0,1,주의
2018-05-09 07:00:00+00:00,V.Z81,P,114395.88843315972,0,1,0,1,주의
2018-05-09 08:00:00+00:00,V.Z81,P,132048.564296875,0,1,0,1,주의
2018-05-09 09:00:00+00:00,V.Z81,P,146115.78703125002,0,1,0,1,주의
2018-05-09 10:00:00+00:00,V.Z81,P,145511.7940597034,0,1,0,1,주의
2018-05-09 11:00:00+00:00,V.Z81,P,136744.28121442397,0,1,0,1,주의
2018-05-09 12:00:00+00:00,V.Z81,P,135125.26889756945,0,1,0,1,주의
2018-05-09 13:00:00+00:00,V.Z81,P,96608.39958333332,0,1,0,1,주의
2018-05-09 14:00:00+00:00,V.Z81,P,76540.0186140694,0,1,0,1,주의
2018-05-09 15:00:00+00:00,V.Z81,P,50858.23530598958,0,1,0,1,주의
2018-05-14 06:00:00+00:00,V.Z81,P,45193.97592566288,0,0,1,1,주의
2018-05-14 09:00:00+00:00,V.Z81,P,43449.69756103516,0,0,1,1,주의
2018-05-14 10:00:00+00:00,V.Z81,P,3900.86819498698,0,0,1,1,주의
2018-05-14 11:00:00+00:00,V.Z81,P,48353.12351725261,0,0,1,1,주의
2018-05-14 12:00:00+00:00,V.Z81,P,53954.10082519531,0,0,1,1,주의
2018-05-16 13:00:00+00:00,V.Z81,P,98274.25188802084,0,1,0,1,주의
2018-05-16 14:00:00+00:00,V.Z81,P,82760.64532909518,0,1,0,1,주의
2018-05-17 10:00:00+00:00,V.Z81,P,92913.16764599115,0,1,0,1,주의
2018-05-17 11:00:00+00:00,V.Z81,P,89668.52018880208,0,1,0,1,주의
2018-05-17 12:00:00+00:00,V.Z81,P,97827.08128255208,0,1,0,1,주의
2018-05-17 13:00:00+00:00,V.Z81,P,90583.739140625,0,1,0,1,주의
2018-05-17 14:00:00+00:00,V.Z81,P,89036.16450367648,0,1,0,1,주의
2018-05-17 15:00:00+00:00,V.Z81,P,79930.0370920139,0,1,0,1,주의
2018-05-20 16:00:00+00:00,V.Z81,P,35628.04000651042,0,0,1,1,주의
2018-05-21 05:00:00+00:00,V.Z81,P,46293.63078179254,0,0,1,1,주의
2018-05-21 08:00:00+00:00,V.Z81,P,46868.23753363716,0,0,1,1,주의
2018-05-21 09:00:00+00:00,V.Z81,P,66156.91514973958,0,0,1,1,주의
2018-05-22 07:00:00+00:00,V.Z81,P,76898.1255859375,0,0,1,1,주의
2018-05-22 08:00:00+00:00,V.Z81,P,83937.84018880207,0,0,1,1,주의
2018-05-22 12:00:00+00:00,V.Z81,P,113379.29888020831,0,1,1,2,경고
2018-05-22 13:00:00+00:00,V.Z81,P,104329.15171875,0,1,0,1,주의
2018-05-22 14:00:00+00:00,V.Z81,P,71848.61535156249,0,1,0,1,주의
2018-05-23 09:00:00+00:00,V.Z81,P,81967.18333333333,0,1,0,1,주의
2018-05-25 10:00:00+00:00,V.Z81,P,94988.30110026042,0,1,0,1,주의
2018-05-25 11:00:00+00:00,V.Z81,P,95123.12979817708,0,1,0,1,주의
2018-05-25 12:00:00+00:00,V.Z81,P,99407.71878255208,0,1,0,1,주의
2018-05-25 13:00:00+00:00,V.Z81,P,96870.81904296875,0,1,0,1,주의
2018-05-25 14:00:00+00:00,V.Z81,P,93216.37448441876,0,1,0,1,주의
2018-05-25 15:00:00+00:00,V.Z81,P,95300.15394965278,0,1,0,1,주의
2018-05-25 16:00:00+00:00,V.Z81,P,93806.61948350696,0,1,0,1,주의
2018-05-25 17:00:00+00:00,V.Z81,P,86649.23103298612,0,1,0,1,주의
2018-05-26 17:00:00+00:00,V.Z81,P,72942.79884114584,0,1,0,1,주의
2018-05-27 10:00:00+00:00,V.Z81,P,74792.478125,0,1,0,1,주의
2018-05-27 11:00:00+00:00,V.Z81,P,81994.72807942708,0,1,0,1,주의
2018-05-27 12:00:00+00:00,V.Z81,P,81505.1588671875,0,1,0,1,주의
2018-05-27 13:00:00+00:00,V.Z81,P,75907.2412109375,0,1,0,1,주의
2018-05-27 14:00:00+00:00,V.Z81,P,70209.0974431752,0,1,0,1,주의
2018-05-27 15:00:00+00:00,V.Z81,P,80306.11700954862,0,1,0,1,주의
2018-05-27 16:00:00+00:00,V.Z81,P,81402.539453125,0,1,0,1,주의
2018-05-27 17:00:00+00:00,V.Z81,P,96066.6638107639,0,1,1,2,경고
2018-05-27 18:00:00+00:00,V.Z81,P,61858.137556423615,0,1,0,1,주의
