meter_urn,target_column,rank,column,corr,abs_corr
H2.Z69,P,9,PF2,0.872882,0.872882
H2.Z69,P,10,PF1,0.871242,0.871242
H2.Z69,P,11,PF3,0.764072,0.764072
H2.Z69,P,12,H,-0.385286,0.385286
H2.Z69,P,13,Dp,-0.377059,0.377059
H2.Z69,P,14,Ah,-0.37153,0.37153
H2.Z69,P,15,Ta,-0.35325,0.35325
H2.Z69,P,16,rho,0.346102,0.346102
H2.Z69,P,17,U2,-0.331701,0.331701
H2.Z69,P,18,U1,-0.323769,0.323769
H2.Z69,P,19,U3,-0.278943,0.278943
H2.Z69,P,20,f,-0.253086,0.253086
H2.Z69,P,21,Sc,0.157667,0.157667
H2.Z69,P,22,WQ_in,-0.151217,0.151217
H2.Z69,P,23,WQ,-0.151217,0.151217
H2.Z69,P,24,W_in,-0.150229,0.150229
H2.Z69,P,25,W,-0.150229,0.150229
H2.Z69,P,26,Ua,0.084218,0.084218
H2.Z69,P,27,Igc,0.046784,0.046784
H2.Z69,P,28,Igm,0.045767,0.045767
H2.Z69,P,29,Dc,0.040549,0.040549
H2.Z70,P,1,P2,0.999509,0.999509
H2.Z70,P,2,P3,0.998235,0.998235
H2.Z70,P,3,P1,0.997689,0.997689
H2.Z70,P,4,I1,0.981793,0.981793
H2.Z70,P,5,I3,0.980531,0.980531
H2.Z70,P,6,I2,0.979398,0.979398
H2.Z70,P,7,Q,0.966581,0.966581
H2.Z70,P,8,PF1,-0.827301,0.827301
H2.Z70,P,9,PF,-0.779584,0.779584
H2.Z70,P,10,PF3,-0.760797,0.760797
H2.Z70,P,11,U2,-0.400112,0.400112
H2.Z70,P,12,U1,-0.391013,0.391013
H2.Z70,P,13,U3,-0.371193,0.371193
H2.Z70,P,14,PF2,0.351047,0.351047
H2.Z70,P,15,Igc,0.315709,0.315709
H2.Z70,P,16,Igm,0.315055,0.315055
H2.Z70,P,17,Sc,0.188897,0.188897
H2.Z70,P,18,Ua,-0.135473,0.135473
H2.Z70,P,19,f,-0.082099,0.082099
H2.Z70,P,20,Ah,-0.061743,0.061743
H2.Z70,P,21,Dp,-0.05561,0.05561
H2.Z70,P,22,Dc,0.04528,0.04528
H2.Z70,P,23,Ta,0.038608,0.038608
H2.Z70,P,24,rho,-0.033752,0.033752
H2.Z70,P,25,WQ_out,-0.015283,0.015283
H2.Z70,P,26,W_in,-0.01502,0.01502
H2.Z70,P,27,W,-0.01502,0.01502
H2.Z70,P,28,WQ_in,-0.014958,0.014958
H2.Z70,P,29,WQ,-0.014958,0.014958
H2.Z70,P,30,H,-0.004225,0.004225
H3.Z42,P,1,P1,0.99171,0.99171
H3.Z42,P,2,P2,0.991539,0.991539
H3.Z42,P,3,I2,0.990246,0.990246
H3.Z42,P,4,P3,0.989904,0.989904
H3.Z42,P,5,I1,0.989722,0.989722
H3.Z42,P,6,I3,0.989721,0.989721
H3.Z42,P,7,Q,0.758325,0.758325
H3.Z42,P,8,PF2,0.534391,0.534391
H3.Z42,P,9,U2,-0.4012,0.4012
H3.Z42,P,10,U1,-0.373124,0.373124
H3.Z42,P,11,U3,-0.354205,0.354205
H3.Z42,P,12,PF3,-0.214393,0.214393
H3.Z42,P,13,Igm,0.211926,0.211926
H3.Z42,P,14,Igc,0.211904,0.211904
H3.Z42,P,15,WQ,0.18981,0.18981
H3.Z42,P,16,WQ_in,0.189038,0.189038
H3.Z42,P,17,W_in,0.188718,0.188718
H3.Z42,P,18,WQ_out,0.167705,0.167705
H3.Z42,P,19,W,0.166787,0.166787
H3.Z42,P,20,Sc,0.144794,0.144794
H3.Z42,P,21,Ua,-0.137595,0.137595
H3.Z42,P,22,W_out,0.136938,0.136938
H3.Z42,P,23,Ta,0.116685,0.116685
H3.Z42,P,24,rho,-0.104361,0.104361
H3.Z42,P,25,PF,-0.087336,0.087336
H3.Z42,P,26,H,0.085875,0.085875
H3.Z42,P,27,f,0.083325,0.083325
H3.Z42,P,28,Dc,0.052444,0.052444
H3.Z42,P,29,Dp,0.038637,0.038637
H3.Z42,P,30,Ah,0.031852,0.031852
H3.Z42,P,31,PF1,0.031669,0.031669
H3.Z40,P,1,P3,0.864048,0.864048
H3.Z40,P,2,I3,0.861512,0.861512
H3.Z40,P,3,P2,0.8205,0.8205
H3.Z40,P,4,I2,0.819542,0.819542
H3.Z40,P,5,P1,0.759527,0.759527
H3.Z40,P,6,PF,0.735359,0.735359
H3.Z40,P,7,I1,0.704474,0.704474
H3.Z40,P,8,PF1,0.639134,0.639134
H3.Z40,P,9,PF2,0.63299,0.63299
H3.Z40,P,10,PF3,0.594038,0.594038
H3.Z40,P,11,Q,0.427927,0.427927
H3.Z40,P,12,U1,-0.366896,0.366896
H3.Z40,P,13,U2,-0.355263,0.355263
H3.Z40,P,14,U3,-0.283247,0.283247
H3.Z40,P,15,Dp,-0.279861,0.279861
H3.Z40,P,16,Ah,-0.271739,0.271739
H3.Z40,P,17,H,-0.25064,0.25064
H3.Z40,P,18,rho,0.21276,0.21276
H3.Z40,P,19,Ta,-0.20882,0.20882
H3.Z40,P,20,f,-0.204524,0.204524
H3.Z40,P,21,WQ_in,-0.174288,0.174288
H3.Z40,P,22,W,-0.157385,0.157385
H3.Z40,P,23,W_in,-0.157335,0.157335
H3.Z40,P,24,WQ_out,-0.153031,0.153031
H3.Z40,P,25,WQ,0.148963,0.148963
H3.Z40,P,26,Igm,0.124386,0.124386
H3.Z40,P,27,Igc,0.124287,0.124287
H3.Z40,P,28,Sc,0.071973,0.071973
H3.Z40,P,29,Dc,0.025559,0.025559
H3.Z40,P,30,Ua,-0.024504,0.024504
H3.Z40,P,31,W_out,-0.006319,0.006319
H3.ZE40,P,1,P1,0.927523,0.927523
H3.ZE40,P,2,P3,0.922928,0.922928
H3.ZE40,P,3,I1,0.709065,0.709065
H3.ZE40,P,4,P2,0.681721,0.681721
H3.ZE40,P,5,I2,0.675484,0.675484
H3.ZE40,P,6,I3,0.653188,0.653188
H3.ZE40,P,7,PF,0.642333,0.642333
H3.ZE40,P,8,PF1,0.630099,0.630099
H3.ZE40,P,9,PF3,0.579008,0.579008
H3.ZE40,P,10,PF2,0.577618,0.577618
H3.ZE40,P,11,W_out,0.52352,0.52352
H3.ZE40,P,12,U2,-0.284037,0.284037
H3.ZE40,P,13,U1,-0.275071,0.275071
H3.ZE40,P,14,rho,0.208343,0.208343
H3.ZE40,P,15,H,-0.202718,0.202718
H3.ZE40,P,16,U3,-0.200616,0.200616
H3.ZE40,P,17,Ta,-0.198989,0.198989
H3.ZE40,P,18,Dp,-0.189323,0.189323
H3.ZE40,P,19,Ah,-0.176787,0.176787
H3.ZE40,P,20,W2,0.138358,0.138358
H3.ZE40,P,21,W_in,0.133465,0.133465
H3.ZE40,P,22,W,0.131623,0.131623
H3.ZE40,P,23,W1,0.129125,0.129125
H3.ZE40,P,24,W3,0.126251,0.126251
H3.ZE40,P,25,Ua,0.097763,0.097763
H3.ZE40,P,26,Igc,0.063876,0.063876
H3.ZE40,P,27,Igm,0.063651,0.063651
H3.ZE40,P,28,f,-0.060281,0.060281
H3.ZE40,P,29,Sc,-0.019669,0.019669
H3.ZE40,P,30,Dc,-0.016153,0.016153
H3.Z41,P,1,I1,0.908242,0.908242
H3.Z41,P,2,I2,0.899822,0.899822
H3.Z41,P,3,P2,0.899361,0.899361
H3.Z41,P,4,P1,0.897362,0.897362
H3.Z41,P,5,Q,-0.87663,0.87663
H3.Z41,P,6,I3,0.850194,0.850194
H3.Z41,P,7,P3,0.846588,0.846588
H3.Z41,P,8,PF,0.78232,0.78232
H3.Z41,P,9,PF2,0.772495,0.772495
H3.Z41,P,10,PF1,0.720629,0.720629
H3.Z41,P,11,PF3,0.534724,0.534724
H3.Z41,P,12,W_in,-0.494801,0.494801
H3.Z41,P,13,W,-0.49469,0.49469
H3.Z41,P,14,WQ_out,-0.490285,0.490285
H3.Z41,P,15,WQ,0.489998,0.489998
H3.Z41,P,16,W_out,-0.477291,0.477291
H3.Z41,P,17,f,-0.459257,0.459257
H3.Z41,P,18,U1,-0.442036,0.442036
H3.Z41,P,19,U2,-0.410442,0.410442
H3.Z41,P,20,WQ_in,-0.361749,0.361749
H3.Z41,P,21,U3,-0.34033,0.34033
H3.Z41,P,22,Igm,0.181355,0.181355
H3.Z41,P,23,Igc,0.180832,0.180832
H3.Z41,P,24,Dp,-0.165442,0.165442
H3.Z41,P,25,Ah,-0.159048,0.159048
H3.Z41,P,26,Sc,0.119572,0.119572
H3.Z41,P,27,H,-0.11299,0.11299
H3.Z41,P,28,Ua,-0.08801,0.08801
H3.Z41,P,29,Ta,-0.070807,0.070807
H3.Z41,P,30,rho,0.067505,0.067505
H3.Z41,P,31,Dc,0.054013,0.054013
H3.ZE41,P,1,P1,0.879791,0.879791
H3.ZE41,P,2,P2,0.820629,0.820629
H3.ZE41,P,3,I2,0.816948,0.816948
H3.ZE41,P,4,P3,0.809789,0.809789
H3.ZE41,P,5,PF2,0.757177,0.757177
H3.ZE41,P,6,I3,0.711662,0.711662
H3.ZE41,P,7,I1,0.679266,0.679266
H3.ZE41,P,8,PF,0.587546,0.587546
H3.ZE41,P,9,PF1,0.569466,0.569466
H3.ZE41,P,10,PF3,0.399827,0.399827
H3.ZE41,P,11,U1,-0.326597,0.326597
H3.ZE41,P,12,U2,-0.313032,0.313032
H3.ZE41,P,13,U3,-0.276845,0.276845
H3.ZE41,P,14,Igm,0.262481,0.262481
H3.ZE41,P,15,Igc,0.261731,0.261731
H3.ZE41,P,16,W_out,-0.213558,0.213558
H3.ZE41,P,17,W2,0.201942,0.201942
H3.ZE41,P,18,W_in,0.201843,0.201843
H3.ZE41,P,19,W1,0.201213,0.201213
H3.ZE41,P,20,W,0.200773,0.200773
H3.ZE41,P,21,W3,0.197446,0.197446
H3.ZE41,P,22,Sc,0.128385,0.128385
H3.ZE41,P,23,Ua,-0.076089,0.076089
H3.ZE41,P,24,f,-0.071548,0.071548
H3.ZE41,P,25,rho,-0.060264,0.060264
H3.ZE41,P,26,Ta,0.043869,0.043869
H3.ZE41,P,27,Dc,0.038118,0.038118
H3.ZE41,P,28,H,0.022707,0.022707
H3.ZE41,P,29,Dp,-0.020772,0.020772
H3.ZE41,P,30,Ah,-0.016698,0.016698
H4.Z50,P,1,P1,0.988628,0.988628
H4.Z50,P,2,I1,0.987795,0.987795
H4.Z50,P,3,P2,0.984701,0.984701
H4.Z50,P,4,I2,0.978842,0.978842
H4.Z50,P,5,P3,0.976741,0.976741
H4.Z50,P,6,I3,0.973322,0.973322
H4.Z50,P,7,Q,0.693638,0.693638
H4.Z50,P,8,PF1,0.687267,0.687267
H4.Z50,P,9,PF,0.575378,0.575378
H4.Z50,P,10,PF3,0.554275,0.554275
H4.Z50,P,11,U2,-0.375085,0.375085
H4.Z50,P,12,U1,-0.336488,0.336488
H4.Z50,P,13,U3,-0.326912,0.326912
H4.Z50,P,14,Igc,0.298478,0.298478
H4.Z50,P,15,Igm,0.293633,0.293633
H4.Z50,P,16,PF2,0.255986,0.255986
H4.Z50,P,17,Sc,0.139972,0.139972
H4.Z50,P,18,WQ,-0.077662,0.077662
H4.Z50,P,19,WQ_in,-0.077651,0.077651
H4.Z50,P,20,W,-0.076969,0.076969
H4.Z50,P,21,W_in,-0.076969,0.076969
H4.Z50,P,22,Ua,-0.060407,0.060407
H4.Z50,P,23,WQ_out,-0.056156,0.056156
H4.Z50,P,24,Dc,0.053411,0.053411
H4.Z50,P,25,Ta,0.044342,0.044342
H4.Z50,P,26,rho,-0.043221,0.043221
H4.Z50,P,27,f,-0.041646,0.041646
H4.Z50,P,28,H,0.035573,0.035573
H4.Z50,P,29,Dp,0.022088,0.022088
H4.Z50,P,30,Ah,0.017912,0.017912
H4.ZE50,P,1,P1,0.99269,0.99269
H4.ZE50,P,2,I1,0.99186,0.99186
H4.ZE50,P,3,I3,0.983642,0.983642
H4.ZE50,P,4,P3,0.983472,0.983472
H4.ZE50,P,5,P2,0.982648,0.982648
H4.ZE50,P,6,I2,0.975517,0.975517
H4.ZE50,P,7,PF1,0.749638,0.749638
H4.ZE50,P,8,PF,0.740821,0.740821
H4.ZE50,P,9,PF3,0.570428,0.570428
H4.ZE50,P,10,U1,-0.40255,0.40255
H4.ZE50,P,11,U2,-0.395172,0.395172
H4.ZE50,P,12,U3,-0.363733,0.363733
H4.ZE50,P,13,Igc,0.343938,0.343938
H4.ZE50,P,14,Igm,0.338387,0.338387
H4.ZE50,P,15,PF2,0.272082,0.272082
H4.ZE50,P,16,Sc,0.144896,0.144896
H4.ZE50,P,17,f,0.084874,0.084874
H4.ZE50,P,18,Ua,-0.064858,0.064858
H4.ZE50,P,19,rho,-0.050685,0.050685
H4.ZE50,P,20,Ta,0.049022,0.049022
H4.ZE50,P,21,Dc,0.04185,0.04185
H4.ZE50,P,22,H,0.040682,0.040682
H4.ZE50,P,23,W1,0.025577,0.025577
H4.ZE50,P,24,W2,0.025538,0.025538
H4.ZE50,P,25,W_in,0.025439,0.025439
H4.ZE50,P,26,W,0.025439,0.025439
H4.ZE50,P,27,W3,0.025143,0.025143
H4.ZE50,P,28,Dp,0.022566,0.022566
H4.ZE50,P,29,Ah,0.021092,0.021092
H4.Z51,P,1,P2,0.910994,0.910994
H4.Z51,P,2,I3,0.898561,0.898561
H4.Z51,P,3,PF,0.897413,0.897413
H4.Z51,P,4,I1,0.887159,0.887159
H4.Z51,P,5,I2,0.885349,0.885349
H4.Z51,P,6,P1,0.883377,0.883377
H4.Z51,P,7,P3,0.879915,0.879915
H4.Z51,P,8,PF1,0.777847,0.777847
H4.Z51,P,9,PF2,0.759286,0.759286
H4.Z51,P,10,PF3,0.735989,0.735989
H4.Z51,P,11,U2,-0.429411,0.429411
H4.Z51,P,12,U3,-0.391593,0.391593
H4.Z51,P,13,U1,-0.363165,0.363165
H4.Z51,P,14,WQ_out,-0.322088,0.322088
H4.Z51,P,15,WQ,0.322088,0.322088
H4.Z51,P,16,W_in,-0.320236,0.320236
H4.Z51,P,17,W,-0.320236,0.320236
H4.Z51,P,18,Igm,0.308461,0.308461
H4.Z51,P,19,Igc,0.307945,0.307945
H4.Z51,P,20,f,-0.261464,0.261464
H4.Z51,P,21,Q,-0.242463,0.242463
H4.Z51,P,22,Sc,0.193958,0.193958
H4.Z51,P,23,Ua,-0.154986,0.154986
H4.Z51,P,24,rho,-0.133831,0.133831
H4.Z51,P,25,Ta,0.126149,0.126149
H4.Z51,P,26,Dc,0.095851,0.095851
H4.Z51,P,27,H,0.092563,0.092563
H4.Z51,P,28,Dp,0.037242,0.037242
H4.Z51,P,29,Ah,0.029028,0.029028
H4.ZE51,P,1,PF,0.916428,0.916428
H4.ZE51,P,2,I3,0.880604,0.880604
H4.ZE51,P,3,P3,0.876098,0.876098
H4.ZE51,P,4,P2,0.858118,0.858118
H4.ZE51,P,5,I2,0.841307,0.841307
H4.ZE51,P,6,P1,0.827772,0.827772
H4.ZE51,P,7,I1,0.814877,0.814877
H4.ZE51,P,8,PF3,0.751306,0.751306
H4.ZE51,P,9,PF1,0.715084,0.715084
H4.ZE51,P,10,PF2,0.64745,0.64745
H4.ZE51,P,11,U2,-0.398003,0.398003
H4.ZE51,P,12,U1,-0.387365,0.387365
H4.ZE51,P,13,U3,-0.375577,0.375577
H4.ZE51,P,14,Igm,0.337986,0.337986
H4.ZE51,P,15,Igc,0.336579,0.336579
H4.ZE51,P,16,Sc,0.22278,0.22278
H4.ZE51,P,17,Ua,-0.129754,0.129754
H4.ZE51,P,18,rho,-0.091318,0.091318
H4.ZE51,P,19,Dc,0.081836,0.081836
H4.ZE51,P,20,Ta,0.073343,0.073343
H4.ZE51,P,21,f,-0.067818,0.067818
H4.ZE51,P,22,W3,0.059188,0.059188
H4.ZE51,P,23,W2,0.057081,0.057081
H4.ZE51,P,24,W_in,0.056941,0.056941
H4.ZE51,P,25,W,0.056941,0.056941
H4.ZE51,P,26,W1,0.054805,0.054805
H4.ZE51,P,27,H,0.039078,0.039078
H4.ZE51,P,28,Ah,-0.019436,0.019436
H4.ZE51,P,29,Dp,-0.017254,0.017254
H3.Z47,P,1,P2,0.957512,0.957512
H3.Z47,P,2,P1,0.955992,0.955992
H3.Z47,P,3,I1,0.94439,0.94439
H3.Z47,P,4,I2,0.942068,0.942068
H3.Z47,P,5,I3,0.94132,0.94132
H3.Z47,P,6,P3,0.930802,0.930802
H3.Z47,P,7,PF,0.893289,0.893289
H3.Z47,P,8,PF2,0.853226,0.853226
H3.Z47,P,9,PF1,0.802549,0.802549
H3.Z47,P,10,PF3,0.646547,0.646547
H3.Z47,P,11,Q,0.420806,0.420806
H3.Z47,P,12,Igm,0.39793,0.39793
H3.Z47,P,13,Igc,0.395859,0.395859
H3.Z47,P,14,U1,-0.274123,0.274123
H3.Z47,P,15,U2,-0.247618,0.247618
H3.Z47,P,16,Ua,-0.237657,0.237657
H3.Z47,P,17,U3,-0.228962,0.228962
H3.Z47,P,18,Sc,0.183694,0.183694
H3.Z47,P,19,Ta,0.169295,0.169295
H3.Z47,P,20,rho,-0.144083,0.144083
H3.Z47,P,21,H,0.111631,0.111631
H3.Z47,P,22,Dc,0.091335,0.091335
H3.Z47,P,23,f,-0.037947,0.037947
H3.Z47,P,24,Dp,0.034407,0.034407
H3.Z47,P,25,Ah,0.019921,0.019921
H3.Z47,P,26,WQ_out,-0.002592,0.002592
H3.Z47,P,27,WQ,0.002592,0.002592
H3.Z47,P,28,W_in,-0.002026,0.002026
H3.Z47,P,29,W,-0.002026,0.002026
H3.Z48,P,1,Q,0.997526,0.997526
H3.Z48,P,2,P1,0.992159,0.992159
H3.Z48,P,3,P3,0.992151,0.992151
H3.Z48,P,4,P2,0.992084,0.992084
H3.Z48,P,5,I3,0.991647,0.991647
H3.Z48,P,6,I1,0.991497,0.991497
H3.Z48,P,7,I2,0.991454,0.991454
H3.Z48,P,8,PF1,0.98764,0.98764
H3.Z48,P,9,PF3,0.985535,0.985535
H3.Z48,P,10,PF2,0.977003,0.977003
H3.Z48,P,11,PF,0.949673,0.949673
H3.Z48,P,12,Igm,0.281818,0.281818
H3.Z48,P,13,Igc,0.279575,0.279575
H3.Z48,P,14,Ua,-0.174016,0.174016
H3.Z48,P,15,U1,-0.157272,0.157272
H3.Z48,P,16,Sc,0.144053,0.144053
H3.Z48,P,17,U2,-0.138682,0.138682
H3.Z48,P,18,Ta,0.130294,0.130294
H3.Z48,P,19,U3,-0.115149,0.115149
H3.Z48,P,20,rho,-0.112621,0.112621
H3.Z48,P,21,H,0.086023,0.086023
H3.Z48,P,22,Dc,0.072789,0.072789
H3.Z48,P,23,Dp,0.033301,0.033301
H3.Z48,P,24,Ah,0.016924,0.016924
H3.Z48,P,25,WQ_out,0.014525,0.014525
H3.Z48,P,26,f,-0.007147,0.007147
H3.Z48,P,27,W,0.00356,0.00356
H3.Z48,P,28,W_in,0.00356,0.00356
H3.Z48,P,29,WQ_in,0.003505,0.003505
H3.Z48,P,30,WQ,0.003504,0.003504
H3.Z48,P,31,W_out,-0.000412,0.000412
H3.Z49,P,1,P2,0.99313,0.99313
H3.Z49,P,2,P3,0.99306,0.99306
H3.Z49,P,3,I2,0.992998,0.992998
H3.Z49,P,4,P1,0.992662,0.992662
H3.Z49,P,5,I3,0.99266,0.99266
H3.Z49,P,6,I1,0.992318,0.992318
H3.Z49,P,7,PF3,0.979144,0.979144
H3.Z49,P,8,PF2,0.978531,0.978531
H3.Z49,P,9,Q,0.976731,0.976731
H3.Z49,P,10,PF1,0.974331,0.974331
H3.Z49,P,11,PF,0.971572,0.971572
H3.Z49,P,12,Igm,0.398659,0.398659
H3.Z49,P,13,Igc,0.396782,0.396782
H3.Z49,P,14,Ta,0.251276,0.251276
H3.Z49,P,15,Ua,-0.244365,0.244365
H3.Z49,P,16,rho,-0.224531,0.224531
H3.Z49,P,17,H,0.20426,0.20426
H3.Z49,P,18,U1,-0.173418,0.173418
H3.Z49,P,19,Sc,0.154099,0.154099
H3.Z49,P,20,U3,-0.14538,0.14538
H3.Z49,P,21,U2,-0.143893,0.143893
H3.Z49,P,22,Dp,0.129806,0.129806
H3.Z49,P,23,Ah,0.112826,0.112826
H3.Z49,P,24,Dc,0.088491,0.088491
H3.Z49,P,25,W_out,-0.059853,0.059853
H3.Z49,P,26,WQ_in,-0.018064,0.018064
H3.Z49,P,27,f,0.017282,0.017282
H3.Z49,P,28,W_in,-0.016946,0.016946
H3.Z49,P,29,W,-0.016946,0.016946
H3.Z49,P,30,WQ_out,-0.016808,0.016808
H3.Z49,P,31,WQ,0.016686,0.016686
H2.ZE74,P,1,P2,0.887271,0.887271
H2.ZE74,P,2,PF,0.877049,0.877049
H2.ZE74,P,3,PF2,0.864504,0.864504
H2.ZE74,P,4,I2,0.83865,0.83865
H2.ZE74,P,5,P3,0.758951,0.758951
H2.ZE74,P,6,I3,0.735896,0.735896
H2.ZE74,P,7,PF3,0.71456,0.71456
H2.ZE74,P,8,I1,0.689579,0.689579
H2.ZE74,P,9,P1,0.688161,0.688161
H2.ZE74,P,10,PF1,0.639253,0.639253
H2.ZE74,P,11,W_out,0.339196,0.339196
H2.ZE74,P,12,W2,-0.330818,0.330818
H2.ZE74,P,13,W1,-0.327655,0.327655
H2.ZE74,P,14,W,-0.308403,0.308403
H2.ZE74,P,15,W_in,-0.308387,0.308387
H2.ZE74,P,16,W3,-0.286389,0.286389
H2.ZE74,P,17,U1,0.240852,0.240852
H2.ZE74,P,18,Ua,-0.23585,0.23585
H2.ZE74,P,19,Igm,0.231964,0.231964
H2.ZE74,P,20,Igc,0.230491,0.230491
H2.ZE74,P,21,U2,0.226438,0.226438
H2.ZE74,P,22,U3,0.206826,0.206826
H2.ZE74,P,23,Ta,0.163743,0.163743
H2.ZE74,P,24,rho,-0.105733,0.105733
H2.ZE74,P,25,H,0.084507,0.084507
H2.ZE74,P,26,Ah,-0.030665,0.030665
H2.ZE74,P,27,f,-0.016423,0.016423
H2.ZE74,P,28,Sc,0.01263,0.01263
H2.ZE74,P,29,Dp,0.008667,0.008667
H2.ZE74,P,30,Dc,0.007383,0.007383
