meter_urn,thermal_mode,group_name,description,period_type,period_label,row_count,measurement_count,measurement_columns,joined_weather_columns,usable_column_count,usable_columns,start_ts,end_ts,mean_null_ratio_usable,pair_count,top_pair,top_corr,top_abs_corr,error
H1.K12,cooling,cooling_thermal,HVAC 2,yearly,2018,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.044205,136,Igc~Igm,0.999171,0.999171,
H1.K12,cooling,cooling_thermal,HVAC 2,yearly,2019,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.005171,136,Igc~Igm,0.999227,0.999227,
H1.K12,cooling,cooling_thermal,HVAC 2,yearly,2020,8784,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.012121,136,Igc~Igm,0.999193,0.999193,
H1.K12,cooling,cooling_thermal,HVAC 2,yearly,2021,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.014907,136,Igc~Igm,0.998941,0.998941,
H1.K12,cooling,cooling_thermal,HVAC 2,yearly,2022,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.008797,136,V~W,0.999559,0.999559,
H1.K12,cooling,cooling_thermal,HVAC 2,yearly,2023,8759,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",16,"P,Tdiff,Trl,Tvl,V,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.0,120,Igc~Igm,0.999076,0.999076,
H1.K14,cooling,cooling_thermal,Office&Reception,yearly,2018,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.043822,136,Igc~Igm,0.999171,0.999171,
H1.K14,cooling,cooling_thermal,Office&Reception,yearly,2019,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.005171,136,Igc~Igm,0.999227,0.999227,
H1.K14,cooling,cooling_thermal,Office&Reception,yearly,2020,8784,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.012121,136,Igc~Igm,0.999193,0.999193,
H1.K14,cooling,cooling_thermal,Office&Reception,yearly,2021,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.014907,136,Igc~Igm,0.998941,0.998941,
H1.K14,cooling,cooling_thermal,Office&Reception,yearly,2022,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.008797,136,Igc~Igm,0.999111,0.999111,
H1.K14,cooling,cooling_thermal,Office&Reception,yearly,2023,8759,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.0,136,Igc~Igm,0.999076,0.999076,
H1.K15,cooling,cooling_thermal,HVAC 3,yearly,2018,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.043392,136,Igc~Igm,0.999171,0.999171,
H1.K15,cooling,cooling_thermal,HVAC 3,yearly,2019,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.005171,136,Igc~Igm,0.999227,0.999227,
H1.K15,cooling,cooling_thermal,HVAC 3,yearly,2020,8784,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.012121,136,V~W,0.999529,0.999529,
H1.K15,cooling,cooling_thermal,HVAC 3,yearly,2021,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.014907,136,V~W,0.999739,0.999739,
H1.K15,cooling,cooling_thermal,HVAC 3,yearly,2022,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.008797,136,V~W,0.999317,0.999317,
H1.K15,cooling,cooling_thermal,HVAC 3,yearly,2023,8759,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.0,136,V~W,0.999591,0.999591,
H1.K16,cooling,cooling_thermal,Server O1,yearly,2018,854,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-11-26 10:00:00+00:00,2018-12-31 23:00:00+00:00,0.000138,136,V~W,0.998973,0.998973,
H1.K16,cooling,cooling_thermal,Server O1,yearly,2019,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.005171,136,Igc~Igm,0.999227,0.999227,
H1.K16,cooling,cooling_thermal,Server O1,yearly,2020,8784,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.012121,136,Igc~Igm,0.999193,0.999193,
H1.K16,cooling,cooling_thermal,Server O1,yearly,2021,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.014907,136,Igc~Igm,0.998941,0.998941,
H1.K16,cooling,cooling_thermal,Server O1,yearly,2022,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.008797,136,Igc~Igm,0.999111,0.999111,
H1.K16,cooling,cooling_thermal,Server O1,yearly,2023,8759,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.0,136,Igc~Igm,0.999076,0.999076,
H2.K21,cooling,cooling_thermal,Office 냉방,yearly,2018,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.044205,136,Igc~Igm,0.999171,0.999171,
H2.K21,cooling,cooling_thermal,Office 냉방,yearly,2019,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.005171,136,Igc~Igm,0.999227,0.999227,
H2.K21,cooling,cooling_thermal,Office 냉방,yearly,2020,8784,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.012121,136,Igc~Igm,0.999193,0.999193,
H2.K21,cooling,cooling_thermal,Office 냉방,yearly,2021,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.014907,136,Igc~Igm,0.998941,0.998941,
H2.K21,cooling,cooling_thermal,Office 냉방,yearly,2022,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.008797,136,Igc~Igm,0.999111,0.999111,
H2.K21,cooling,cooling_thermal,Office 냉방,yearly,2023,8759,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.0,136,Igc~Igm,0.999076,0.999076,
H1.W11,heating,heating_thermal,총 난방,yearly,2018,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.041835,136,Igc~Igm,0.999171,0.999171,
H1.W11,heating,heating_thermal,총 난방,yearly,2019,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.005171,136,Igc~Igm,0.999227,0.999227,
H1.W11,heating,heating_thermal,총 난방,yearly,2020,8784,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.012121,136,Igc~Igm,0.999193,0.999193,
H1.W11,heating,heating_thermal,총 난방,yearly,2021,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.014907,136,Igc~Igm,0.998941,0.998941,
H1.W11,heating,heating_thermal,총 난방,yearly,2022,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.008797,136,Igc~Igm,0.999111,0.999111,
H1.W11,heating,heating_thermal,총 난방,yearly,2023,8759,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.0,136,Igc~Igm,0.999076,0.999076,
H1.W12,heating,heating_thermal,CHP 열 생산,yearly,2018,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.041835,136,V~W,0.999209,0.999209,
H1.W12,heating,heating_thermal,CHP 열 생산,yearly,2019,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.005171,136,V~W,0.99957,0.99957,
H1.W12,heating,heating_thermal,CHP 열 생산,yearly,2020,8784,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.012121,136,Igc~Igm,0.999193,0.999193,
H1.W12,heating,heating_thermal,CHP 열 생산,yearly,2021,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.014907,136,V~W,0.999634,0.999634,
H1.W12,heating,heating_thermal,CHP 열 생산,yearly,2022,8760,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.008797,136,V~W,0.999761,0.999761,
H1.W12,heating,heating_thermal,CHP 열 생산,yearly,2023,8759,7,"P,Tdiff,Trl,Tvl,V,W,qv","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",17,"P,Tdiff,Trl,Tvl,V,W,qv,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.0,136,Igc~Igm,0.999076,0.999076,
