meter_urn,period_type,period_label,target_column,rank,column,corr,abs_corr
H1.Z13,6year,all,P,14,W,-0.406868,0.406868
H1.Z13,6year,all,P,15,W_in,-0.406868,0.406868
H1.Z13,6year,all,P,16,WQ_out,-0.339633,0.339633
H1.Z13,6year,all,P,17,W_out,-0.311911,0.311911
H1.Z13,6year,all,P,18,U2,-0.299456,0.299456
H1.Z13,6year,all,P,19,U1,-0.296207,0.296207
H1.Z13,6year,all,P,20,U3,-0.285992,0.285992
H1.Z13,6year,all,P,21,f,-0.242188,0.242188
H1.Z13,6year,all,P,22,Igm,0.168037,0.168037
H1.Z13,6year,all,P,23,Igc,0.166,0.166
H1.Z13,6year,all,P,24,Ua,-0.147846,0.147846
H1.Z13,6year,all,P,25,Ah,-0.098748,0.098748
H1.Z13,6year,all,P,26,Dp,-0.095707,0.095707
H1.Z13,6year,all,P,27,Sc,0.052951,0.052951
H1.Z13,6year,all,P,28,H,-0.027329,0.027329
H1.Z13,6year,all,P,29,Ta,0.02618,0.02618
H1.Z13,6year,all,P,30,rho,-0.024171,0.024171
H1.Z13,6year,all,P,31,Dc,0.006071,0.006071
H2.Z64,6year,all,P,1,P2,0.94474,0.94474
H2.Z64,6year,all,P,2,I2,0.943693,0.943693
H2.Z64,6year,all,P,3,P1,0.94161,0.94161
H2.Z64,6year,all,P,4,I1,0.941091,0.941091
H2.Z64,6year,all,P,5,P3,0.940693,0.940693
H2.Z64,6year,all,P,6,I3,0.939572,0.939572
H2.Z64,6year,all,P,7,PF2,0.759893,0.759893
H2.Z64,6year,all,P,8,PF,0.733289,0.733289
H2.Z64,6year,all,P,9,PF3,0.712962,0.712962
H2.Z64,6year,all,P,10,PF1,0.704887,0.704887
H2.Z64,6year,all,P,11,W,-0.52558,0.52558
H2.Z64,6year,all,P,12,W_in,-0.52558,0.52558
H2.Z64,6year,all,P,13,WQ_out,-0.518419,0.518419
H2.Z64,6year,all,P,14,WQ,0.518419,0.518419
H2.Z64,6year,all,P,15,W_out,-0.345282,0.345282
H2.Z64,6year,all,P,16,f,0.093351,0.093351
H2.Z64,6year,all,P,17,U3,0.086275,0.086275
H2.Z64,6year,all,P,18,U1,0.081708,0.081708
H2.Z64,6year,all,P,19,U2,0.077112,0.077112
H2.Z64,6year,all,P,20,Dp,-0.062931,0.062931
H2.Z64,6year,all,P,21,Ah,-0.043987,0.043987
H2.Z64,6year,all,P,22,H,-0.039081,0.039081
H2.Z64,6year,all,P,23,Sc,-0.03457,0.03457
H2.Z64,6year,all,P,24,Ta,-0.032994,0.032994
H2.Z64,6year,all,P,25,Igm,0.03253,0.03253
H2.Z64,6year,all,P,26,Igc,0.032308,0.032308
H2.Z64,6year,all,P,27,rho,0.030085,0.030085
H2.Z64,6year,all,P,28,Ua,-0.028892,0.028892
H2.Z64,6year,all,P,29,Dc,-0.019363,0.019363
H2.Z64,6year,all,P,30,Q,-0.01643,0.01643
H4.Z50,6year,all,P,1,P1,0.988628,0.988628
H4.Z50,6year,all,P,2,I1,0.987795,0.987795
H4.Z50,6year,all,P,3,P2,0.984701,0.984701
H4.Z50,6year,all,P,4,I2,0.978842,0.978842
H4.Z50,6year,all,P,5,P3,0.976741,0.976741
H4.Z50,6year,all,P,6,I3,0.973322,0.973322
H4.Z50,6year,all,P,7,Q,0.693638,0.693638
H4.Z50,6year,all,P,8,PF1,0.687267,0.687267
H4.Z50,6year,all,P,9,PF,0.575378,0.575378
H4.Z50,6year,all,P,10,PF3,0.554275,0.554275
H4.Z50,6year,all,P,11,U2,-0.375085,0.375085
H4.Z50,6year,all,P,12,U1,-0.336488,0.336488
H4.Z50,6year,all,P,13,U3,-0.326912,0.326912
H4.Z50,6year,all,P,14,Igc,0.298478,0.298478
H4.Z50,6year,all,P,15,Igm,0.293633,0.293633
H4.Z50,6year,all,P,16,PF2,0.255986,0.255986
H4.Z50,6year,all,P,17,Sc,0.139972,0.139972
H4.Z50,6year,all,P,18,WQ,-0.077662,0.077662
H4.Z50,6year,all,P,19,WQ_in,-0.077651,0.077651
H4.Z50,6year,all,P,20,W,-0.076969,0.076969
H4.Z50,6year,all,P,21,W_in,-0.076969,0.076969
H4.Z50,6year,all,P,22,Ua,-0.060407,0.060407
H4.Z50,6year,all,P,23,WQ_out,-0.056156,0.056156
H4.Z50,6year,all,P,24,Dc,0.053411,0.053411
H4.Z50,6year,all,P,25,Ta,0.044342,0.044342
H4.Z50,6year,all,P,26,rho,-0.043221,0.043221
H4.Z50,6year,all,P,27,f,-0.041646,0.041646
H4.Z50,6year,all,P,28,H,0.035573,0.035573
H4.Z50,6year,all,P,29,Dp,0.022088,0.022088
H4.Z50,6year,all,P,30,Ah,0.017912,0.017912
H2.Z68,6year,all,P,1,P1,0.969319,0.969319
H2.Z68,6year,all,P,2,P3,0.95236,0.95236
H2.Z68,6year,all,P,3,P2,0.945518,0.945518
H2.Z68,6year,all,P,4,I1,0.924989,0.924989
H2.Z68,6year,all,P,5,I2,0.9001,0.9001
H2.Z68,6year,all,P,6,I3,0.8834,0.8834
H2.Z68,6year,all,P,7,Q,0.833589,0.833589
H2.Z68,6year,all,P,8,PF1,0.442401,0.442401
H2.Z68,6year,all,P,9,PF3,0.421497,0.421497
H2.Z68,6year,all,P,10,U2,-0.331061,0.331061
H2.Z68,6year,all,P,11,PF,0.328109,0.328109
H2.Z68,6year,all,P,12,U1,-0.322832,0.322832
H2.Z68,6year,all,P,13,U3,-0.290072,0.290072
H2.Z68,6year,all,P,14,Igc,0.277141,0.277141
H2.Z68,6year,all,P,15,Igm,0.27699,0.27699
H2.Z68,6year,all,P,16,Ua,-0.17893,0.17893
H2.Z68,6year,all,P,17,Sc,0.164583,0.164583
H2.Z68,6year,all,P,18,f,-0.153734,0.153734
H2.Z68,6year,all,P,19,PF2,0.137696,0.137696
H2.Z68,6year,all,P,20,WQ_in,-0.127547,0.127547
H2.Z68,6year,all,P,21,WQ,-0.127547,0.127547
H2.Z68,6year,all,P,22,W_in,-0.126806,0.126806
H2.Z68,6year,all,P,23,W,-0.126806,0.126806
H2.Z68,6year,all,P,24,Ta,0.104341,0.104341
H2.Z68,6year,all,P,25,rho,-0.09222,0.09222
H2.Z68,6year,all,P,26,H,0.060692,0.060692
H2.Z68,6year,all,P,27,Dc,0.055844,0.055844
H2.Z68,6year,all,P,28,Ah,-0.007306,0.007306
H2.Z68,6year,all,P,29,Dp,-0.004712,0.004712
V.Z84,6year,all,P,1,P3,0.999977,0.999977
V.Z84,6year,all,P,2,P1,0.999974,0.999974
V.Z84,6year,all,P,3,P2,0.999942,0.999942
V.Z84,6year,all,P,4,I1,0.999889,0.999889
V.Z84,6year,all,P,5,I3,0.999869,0.999869
V.Z84,6year,all,P,6,I2,0.999802,0.999802
V.Z84,6year,all,P,7,Igc,-0.979775,0.979775
V.Z84,6year,all,P,8,Igm,-0.979473,0.979473
V.Z84,6year,all,P,9,PF3,0.688022,0.688022
V.Z84,6year,all,P,10,PF2,0.686294,0.686294
V.Z84,6year,all,P,11,PF1,0.681895,0.681895
V.Z84,6year,all,P,12,Ua,0.601741,0.601741
V.Z84,6year,all,P,13,Ta,-0.493873,0.493873
V.Z84,6year,all,P,14,rho,0.412652,0.412652
V.Z84,6year,all,P,15,H,-0.351356,0.351356
V.Z84,6year,all,P,16,Sc,-0.298636,0.298636
V.Z84,6year,all,P,17,U3,0.246749,0.246749
V.Z84,6year,all,P,18,U1,0.20524,0.20524
V.Z84,6year,all,P,19,U2,0.190769,0.190769
V.Z84,6year,all,P,20,Dp,-0.141925,0.141925
V.Z84,6year,all,P,21,Ah,-0.112658,0.112658
V.Z84,6year,all,P,22,Dc,-0.070834,0.070834
V.Z84,6year,all,P,23,W_out,0.030804,0.030804
V.Z84,6year,all,P,24,W,-0.030804,0.030804
V.Z84,6year,all,P,25,W_in,0.029935,0.029935
H1.Z20,6year,all,P,1,P1,0.999595,0.999595
H1.Z20,6year,all,P,2,P2,0.999593,0.999593
H1.Z20,6year,all,P,3,P3,0.999569,0.999569
H1.Z20,6year,all,P,4,I2,0.99941,0.99941
H1.Z20,6year,all,P,5,I3,0.999391,0.999391
H1.Z20,6year,all,P,6,I1,0.999265,0.999265
H1.Z20,6year,all,P,7,PF3,0.975307,0.975307
H1.Z20,6year,all,P,8,PF1,0.975039,0.975039
H1.Z20,6year,all,P,9,PF,0.973618,0.973618
H1.Z20,6year,all,P,10,PF2,0.973316,0.973316
H1.Z20,6year,all,P,11,Q,0.904482,0.904482
H1.Z20,6year,all,P,12,H,0.609402,0.609402
H1.Z20,6year,all,P,13,Ta,0.605434,0.605434
H1.Z20,6year,all,P,14,rho,-0.574679,0.574679
H1.Z20,6year,all,P,15,Dp,0.529241,0.529241
H1.Z20,6year,all,P,16,Ah,0.522722,0.522722
H1.Z20,6year,all,P,17,Ua,-0.293524,0.293524
H1.Z20,6year,all,P,18,Igm,0.266041,0.266041
H1.Z20,6year,all,P,19,Igc,0.264786,0.264786
H1.Z20,6year,all,P,20,U3,-0.199185,0.199185
H1.Z20,6year,all,P,21,U1,-0.105851,0.105851
H1.Z20,6year,all,P,22,Sc,-0.081725,0.081725
H1.Z20,6year,all,P,23,U2,-0.077874,0.077874
H1.Z20,6year,all,P,24,f,0.076426,0.076426
H1.Z20,6year,all,P,25,Dc,-0.010639,0.010639
H1.Z20,6year,all,P,26,W_in,-0.005039,0.005039
H1.Z20,6year,all,P,27,WQ_in,-0.003565,0.003565
H1.Z20,6year,all,P,28,W,-0.001195,0.001195
H1.Z20,6year,all,P,29,W_out,0.001169,0.001169
H1.Z20,6year,all,P,30,WQ_out,-0.000436,0.000436
H1.Z20,6year,all,P,31,WQ,0.000238,0.000238
H2.T.Z33,6year,all,P,1,P2,0.994269,0.994269
H2.T.Z33,6year,all,P,2,P1,0.990206,0.990206
H2.T.Z33,6year,all,P,3,P3,0.989983,0.989983
H2.T.Z33,6year,all,P,4,PF2,0.74246,0.74246
H2.T.Z33,6year,all,P,5,PF1,0.73368,0.73368
H2.T.Z33,6year,all,P,6,PF,0.732879,0.732879
H2.T.Z33,6year,all,P,7,PF3,0.724443,0.724443
H2.T.Z33,6year,all,P,8,I1,0.6497,0.6497
H2.T.Z33,6year,all,P,9,I3,0.62545,0.62545
H2.T.Z33,6year,all,P,10,I2,0.603736,0.603736
H2.T.Z33,6year,all,P,11,Q,0.433745,0.433745
H2.T.Z33,6year,all,P,12,U2,-0.411452,0.411452
H2.T.Z33,6year,all,P,13,U1,-0.36178,0.36178
H2.T.Z33,6year,all,P,14,Igc,-0.297457,0.297457
H2.T.Z33,6year,all,P,15,Igm,-0.296188,0.296188
H2.T.Z33,6year,all,P,16,U3,-0.249267,0.249267
H2.T.Z33,6year,all,P,17,WQ,-0.213191,0.213191
H2.T.Z33,6year,all,P,18,WQ_in,-0.208516,0.208516
H2.T.Z33,6year,all,P,19,W,-0.203409,0.203409
H2.T.Z33,6year,all,P,20,W_in,-0.201914,0.201914
H2.T.Z33,6year,all,P,21,f,-0.200142,0.200142
H2.T.Z33,6year,all,P,22,WQ_out,-0.178232,0.178232
H2.T.Z33,6year,all,P,23,W_out,-0.172894,0.172894
H2.T.Z33,6year,all,P,24,Ua,0.13657,0.13657
H2.T.Z33,6year,all,P,25,Ta,-0.116115,0.116115
H2.T.Z33,6year,all,P,26,H,-0.088493,0.088493
H2.T.Z33,6year,all,P,27,rho,0.086906,0.086906
H2.T.Z33,6year,all,P,28,Sc,-0.049619,0.049619
H2.T.Z33,6year,all,P,29,Dp,-0.046422,0.046422
H2.T.Z33,6year,all,P,30,Ah,-0.040152,0.040152
H2.T.Z33,6year,all,P,31,Dc,0.034464,0.034464
H2.Z35,6year,all,P,1,P2,0.997434,0.997434
H2.Z35,6year,all,P,2,P3,0.996801,0.996801
H2.Z35,6year,all,P,3,P1,0.996686,0.996686
H2.Z35,6year,all,P,4,I2,0.891944,0.891944
H2.Z35,6year,all,P,5,I3,0.889441,0.889441
H2.Z35,6year,all,P,6,I1,0.889293,0.889293
H2.Z35,6year,all,P,7,Q,0.706326,0.706326
H2.Z35,6year,all,P,8,PF2,0.549978,0.549978
H2.Z35,6year,all,P,9,PF,0.53595,0.53595
H2.Z35,6year,all,P,10,PF1,0.534879,0.534879
H2.Z35,6year,all,P,11,PF3,0.532803,0.532803
H2.Z35,6year,all,P,12,W_out,-0.407924,0.407924
H2.Z35,6year,all,P,13,U2,-0.355288,0.355288
H2.Z35,6year,all,P,14,U1,-0.338877,0.338877
H2.Z35,6year,all,P,15,U3,-0.287946,0.287946
H2.Z35,6year,all,P,16,WQ_out,-0.286838,0.286838
H2.Z35,6year,all,P,17,W_in,-0.279849,0.279849
H2.Z35,6year,all,P,18,W,-0.278412,0.278412
H2.Z35,6year,all,P,19,WQ_in,-0.274916,0.274916
H2.Z35,6year,all,P,20,WQ,-0.27327,0.27327
H2.Z35,6year,all,P,21,f,-0.250477,0.250477
H2.Z35,6year,all,P,22,Igm,0.116024,0.116024
H2.Z35,6year,all,P,23,Igc,0.115819,0.115819
H2.Z35,6year,all,P,24,Sc,0.091481,0.091481
H2.Z35,6year,all,P,25,Dp,-0.068993,0.068993
H2.Z35,6year,all,P,26,Ua,-0.066291,0.066291
H2.Z35,6year,all,P,27,Ah,-0.065022,0.065022
H2.Z35,6year,all,P,28,Dc,0.038688,0.038688
H2.Z35,6year,all,P,29,H,-0.038666,0.038666
H2.Z35,6year,all,P,30,Ta,-0.015677,0.015677
H2.Z35,6year,all,P,31,rho,0.006032,0.006032
H2.ZE64,6year,all,P,1,P3,0.999583,0.999583
H2.ZE64,6year,all,P,2,P1,0.998654,0.998654
H2.ZE64,6year,all,P,3,P2,0.997178,0.997178
H2.ZE64,6year,all,P,4,I3,0.987886,0.987886
H2.ZE64,6year,all,P,5,I1,0.9877,0.9877
H2.ZE64,6year,all,P,6,I2,0.986086,0.986086
H2.ZE64,6year,all,P,7,PF2,0.93578,0.93578
H2.ZE64,6year,all,P,8,PF,0.918547,0.918547
H2.ZE64,6year,all,P,9,PF3,0.909649,0.909649
H2.ZE64,6year,all,P,10,PF1,0.876867,0.876867
H2.ZE64,6year,all,P,11,W2,0.614973,0.614973
H2.ZE64,6year,all,P,12,W1,0.614646,0.614646
H2.ZE64,6year,all,P,13,W_in,0.614143,0.614143
H2.ZE64,6year,all,P,14,W,0.614143,0.614143
H2.ZE64,6year,all,P,15,W3,0.612861,0.612861
H2.ZE64,6year,all,P,16,Ua,0.167618,0.167618
H2.ZE64,6year,all,P,17,U2,-0.097531,0.097531
H2.ZE64,6year,all,P,18,Igc,-0.09377,0.09377
H2.ZE64,6year,all,P,19,Igm,-0.093102,0.093102
H2.ZE64,6year,all,P,20,Ta,-0.078009,0.078009
H2.ZE64,6year,all,P,21,Sc,0.047896,0.047896
H2.ZE64,6year,all,P,22,Dc,0.044168,0.044168
H2.ZE64,6year,all,P,23,U1,-0.044044,0.044044
H2.ZE64,6year,all,P,24,Ah,0.042361,0.042361
H2.ZE64,6year,all,P,25,rho,0.040607,0.040607
H2.ZE64,6year,all,P,26,U3,-0.03607,0.03607
H2.ZE64,6year,all,P,27,Dp,0.033918,0.033918
H2.ZE64,6year,all,P,28,H,-0.027752,0.027752
H2.ZE64,6year,all,P,29,f,-0.013668,0.013668
H2.ZE64,6year,all,P,30,W_out,0.004435,0.004435
