meter_urn,issue_id,reason,time_start,time_end,comment
H3.Z41,H3.Z41.W@zero@1616820480,zero,2021-03-27 04:48:00+00:00,2021-03-27 04:48:00+00:00,"zero, 0.0h from 2021-03-27T04:48:00Z to 2021-03-27T04:48:00Z"
H3.Z41,H3.Z41.W@zero@1616821980,zero,2021-03-27 05:13:00+00:00,2021-03-27 05:13:00+00:00,"zero, 0.0h from 2021-03-27T05:13:00Z to 2021-03-27T05:13:00Z"
H3.Z41,H3.Z41.W@zero@1616823480,zero,2021-03-27 05:38:00+00:00,2021-03-27 05:38:00+00:00,"zero, 0.0h from 2021-03-27T05:38:00Z to 2021-03-27T05:38:00Z"
H3.Z41,H3.Z41.W@zero@1616824980,zero,2021-03-27 06:03:00+00:00,2021-03-27 06:03:00+00:00,"zero, 0.0h from 2021-03-27T06:03:00Z to 2021-03-27T06:03:00Z"
H3.Z41,H3.Z41.W@zero@1616826480,zero,2021-03-27 06:28:00+00:00,2021-03-27 06:28:00+00:00,"zero, 0.0h from 2021-03-27T06:28:00Z to 2021-03-27T06:28:00Z"
H3.Z41,H3.Z41.W@zero@1616827980,zero,2021-03-27 06:53:00+00:00,2021-03-27 06:53:00+00:00,"zero, 0.0h from 2021-03-27T06:53:00Z to 2021-03-27T06:53:00Z"
H3.Z41,H3.Z41.W@zero@1616829480,zero,2021-03-27 07:18:00+00:00,2021-03-27 07:18:00+00:00,"zero, 0.0h from 2021-03-27T07:18:00Z to 2021-03-27T07:18:00Z"
H3.Z41,H3.Z41.W@zero@1616830980,zero,2021-03-27 07:43:00+00:00,2021-03-27 07:43:00+00:00,"zero, 0.0h from 2021-03-27T07:43:00Z to 2021-03-27T07:43:00Z"
H3.Z41,H3.Z41.W@zero@1616832480,zero,2021-03-27 08:08:00+00:00,2021-03-27 08:08:00+00:00,"zero, 0.0h from 2021-03-27T08:08:00Z to 2021-03-27T08:08:00Z"
H3.Z41,H3.Z41.W@zero@1616833920,zero,2021-03-27 08:32:00+00:00,2021-03-27 08:32:00+00:00,"zero, 0.0h from 2021-03-27T08:32:00Z to 2021-03-27T08:32:00Z"
H3.Z41,H3.Z41.W@zero@1616835600,zero,2021-03-27 09:00:00+00:00,2021-03-27 09:00:00+00:00,"zero, 0.0h from 2021-03-27T09:00:00Z to 2021-03-27T09:00:00Z"
H3.Z41,H3.Z41.W@zero@1616837100,zero,2021-03-27 09:25:00+00:00,2021-03-27 09:25:00+00:00,"zero, 0.0h from 2021-03-27T09:25:00Z to 2021-03-27T09:25:00Z"
H3.Z41,H3.Z41.W@zero@1616838600,zero,2021-03-27 09:50:00+00:00,2021-03-27 09:50:00+00:00,"zero, 0.0h from 2021-03-27T09:50:00Z to 2021-03-27T09:50:00Z"
H3.Z41,H3.Z41.W@zero@1616840100,zero,2021-03-27 10:15:00+00:00,2021-03-27 10:15:00+00:00,"zero, 0.0h from 2021-03-27T10:15:00Z to 2021-03-27T10:15:00Z"
H3.Z41,H3.Z41.W@zero@1616841600,zero,2021-03-27 10:40:00+00:00,2021-03-27 10:40:00+00:00,"zero, 0.0h from 2021-03-27T10:40:00Z to 2021-03-27T10:40:00Z"
H3.Z41,H3.Z41.W@zero@1616843160,zero,2021-03-27 11:06:00+00:00,2021-03-27 11:06:00+00:00,"zero, 0.0h from 2021-03-27T11:06:00Z to 2021-03-27T11:06:00Z"
H3.Z41,H3.Z41.W@zero@1616844660,zero,2021-03-27 11:31:00+00:00,2021-03-27 11:31:00+00:00,"zero, 0.0h from 2021-03-27T11:31:00Z to 2021-03-27T11:31:00Z"
H3.Z41,H3.Z41.W@zero@1616846160,zero,2021-03-27 11:56:00+00:00,2021-03-27 11:56:00+00:00,"zero, 0.0h from 2021-03-27T11:56:00Z to 2021-03-27T11:56:00Z"
H3.Z41,H3.Z41.W@zero@1616847660,zero,2021-03-27 12:21:00+00:00,2021-03-27 12:21:00+00:00,"zero, 0.0h from 2021-03-27T12:21:00Z to 2021-03-27T12:21:00Z"
H3.Z41,H3.Z41.W@zero@1616849160,zero,2021-03-27 12:46:00+00:00,2021-03-27 12:46:00+00:00,"zero, 0.0h from 2021-03-27T12:46:00Z to 2021-03-27T12:46:00Z"
H3.Z41,H3.Z41.W@zero@1616850660,zero,2021-03-27 13:11:00+00:00,2021-03-27 13:11:00+00:00,"zero, 0.0h from 2021-03-27T13:11:00Z to 2021-03-27T13:11:00Z"
H3.Z41,H3.Z41.W@zero@1616852100,zero,2021-03-27 13:35:00+00:00,2021-03-27 13:35:00+00:00,"zero, 0.0h from 2021-03-27T13:35:00Z to 2021-03-27T13:35:00Z"
H3.Z41,H3.Z41.W@zero@1616853600,zero,2021-03-27 14:00:00+00:00,2021-03-27 14:00:00+00:00,"zero, 0.0h from 2021-03-27T14:00:00Z to 2021-03-27T14:00:00Z"
H3.Z41,H3.Z41.W@zero@1616855040,zero,2021-03-27 14:24:00+00:00,2021-03-27 14:24:00+00:00,"zero, 0.0h from 2021-03-27T14:24:00Z to 2021-03-27T14:24:00Z"
H3.Z41,H3.Z41.W@zero@1616856480,zero,2021-03-27 14:48:00+00:00,2021-03-27 14:48:00+00:00,"zero, 0.0h from 2021-03-27T14:48:00Z to 2021-03-27T14:48:00Z"
H3.Z41,H3.Z41.W@zero@1616857920,zero,2021-03-27 15:12:00+00:00,2021-03-27 15:12:00+00:00,"zero, 0.0h from 2021-03-27T15:12:00Z to 2021-03-27T15:12:00Z"
H3.Z41,H3.Z41.W@zero@1616859420,zero,2021-03-27 15:37:00+00:00,2021-03-27 15:37:00+00:00,"zero, 0.0h from 2021-03-27T15:37:00Z to 2021-03-27T15:37:00Z"
H3.Z41,H3.Z41.W@zero@1616860920,zero,2021-03-27 16:02:00+00:00,2021-03-27 16:02:00+00:00,"zero, 0.0h from 2021-03-27T16:02:00Z to 2021-03-27T16:02:00Z"
H3.Z41,H3.Z41.W@zero@1616862360,zero,2021-03-27 16:26:00+00:00,2021-03-27 16:26:00+00:00,"zero, 0.0h from 2021-03-27T16:26:00Z to 2021-03-27T16:26:00Z"
H3.Z41,H3.Z41.W@zero@1616863800,zero,2021-03-27 16:50:00+00:00,2021-03-27 16:50:00+00:00,"zero, 0.0h from 2021-03-27T16:50:00Z to 2021-03-27T16:50:00Z"
H3.Z41,H3.Z41.W@zero@1616865300,zero,2021-03-27 17:15:00+00:00,2021-03-27 17:15:00+00:00,"zero, 0.0h from 2021-03-27T17:15:00Z to 2021-03-27T17:15:00Z"
H3.Z41,H3.Z41.W@zero@1616866740,zero,2021-03-27 17:39:00+00:00,2021-03-27 17:39:00+00:00,"zero, 0.0h from 2021-03-27T17:39:00Z to 2021-03-27T17:39:00Z"
H3.Z41,H3.Z41.W@zero@1616868180,zero,2021-03-27 18:03:00+00:00,2021-03-27 18:03:00+00:00,"zero, 0.0h from 2021-03-27T18:03:00Z to 2021-03-27T18:03:00Z"
H3.Z41,H3.Z41.W@zero@1616869620,zero,2021-03-27 18:27:00+00:00,2021-03-27 18:27:00+00:00,"zero, 0.0h from 2021-03-27T18:27:00Z to 2021-03-27T18:27:00Z"
H3.Z41,H3.Z41.W@zero@1616871120,zero,2021-03-27 18:52:00+00:00,2021-03-27 18:52:00+00:00,"zero, 0.0h from 2021-03-27T18:52:00Z to 2021-03-27T18:52:00Z"
H3.Z41,H3.Z41.W@zero@1616872560,zero,2021-03-27 19:16:00+00:00,2021-03-27 19:16:00+00:00,"zero, 0.0h from 2021-03-27T19:16:00Z to 2021-03-27T19:16:00Z"
H3.Z41,H3.Z41.W@zero@1616874000,zero,2021-03-27 19:40:00+00:00,2021-03-27 19:40:00+00:00,"zero, 0.0h from 2021-03-27T19:40:00Z to 2021-03-27T19:40:00Z"
H3.Z41,H3.Z41.W@zero@1616875440,zero,2021-03-27 20:04:00+00:00,2021-03-27 20:04:00+00:00,"zero, 0.0h from 2021-03-27T20:04:00Z to 2021-03-27T20:04:00Z"
H3.Z41,H3.Z41.W@zero@1616876880,zero,2021-03-27 20:28:00+00:00,2021-03-27 20:28:00+00:00,"zero, 0.0h from 2021-03-27T20:28:00Z to 2021-03-27T20:28:00Z"
H3.Z41,H3.Z41.W@zero@1616878500,zero,2021-03-27 20:55:00+00:00,2021-03-27 20:55:00+00:00,"zero, 0.0h from 2021-03-27T20:55:00Z to 2021-03-27T20:55:00Z"
H3.Z41,H3.Z41.W@zero@1616880000,zero,2021-03-27 21:20:00+00:00,2021-03-27 21:20:00+00:00,"zero, 0.0h from 2021-03-27T21:20:00Z to 2021-03-27T21:20:00Z"
H3.Z41,H3.Z41.W@zero@1616881500,zero,2021-03-27 21:45:00+00:00,2021-03-27 21:45:00+00:00,"zero, 0.0h from 2021-03-27T21:45:00Z to 2021-03-27T21:45:00Z"
H3.Z41,H3.Z41.W@zero@1616883000,zero,2021-03-27 22:10:00+00:00,2021-03-27 22:10:00+00:00,"zero, 0.0h from 2021-03-27T22:10:00Z to 2021-03-27T22:10:00Z"
H3.Z41,H3.Z41.W@zero@1616884440,zero,2021-03-27 22:34:00+00:00,2021-03-27 22:34:00+00:00,"zero, 0.0h from 2021-03-27T22:34:00Z to 2021-03-27T22:34:00Z"
H3.Z41,H3.Z41.W@zero@1616885880,zero,2021-03-27 22:58:00+00:00,2021-03-27 22:58:00+00:00,"zero, 0.0h from 2021-03-27T22:58:00Z to 2021-03-27T22:58:00Z"
H3.Z41,H3.Z41.W@zero@1616887380,zero,2021-03-27 23:23:00+00:00,2021-03-27 23:23:00+00:00,"zero, 0.0h from 2021-03-27T23:23:00Z to 2021-03-27T23:23:00Z"
H3.Z41,H3.Z41.W@zero@1616888820,zero,2021-03-27 23:47:00+00:00,2021-03-27 23:47:00+00:00,"zero, 0.0h from 2021-03-27T23:47:00Z to 2021-03-27T23:47:00Z"
H3.Z41,H3.Z41.W@zero@1616890260,zero,2021-03-28 00:11:00+00:00,2021-03-28 00:11:00+00:00,"zero, 0.0h from 2021-03-28T00:11:00Z to 2021-03-28T00:11:00Z"
H3.Z41,H3.Z41.W@zero@1616891700,zero,2021-03-28 00:35:00+00:00,2021-03-28 00:35:00+00:00,"zero, 0.0h from 2021-03-28T00:35:00Z to 2021-03-28T00:35:00Z"
H3.Z41,H3.Z41.W@zero@1616893140,zero,2021-03-28 00:59:00+00:00,2021-03-28 00:59:00+00:00,"zero, 0.0h from 2021-03-28T00:59:00Z to 2021-03-28T00:59:00Z"
H3.Z41,H3.Z41.W@zero@1616894580,zero,2021-03-28 01:23:00+00:00,2021-03-28 01:23:00+00:00,"zero, 0.0h from 2021-03-28T01:23:00Z to 2021-03-28T01:23:00Z"
H3.Z41,H3.Z41.W@zero@1616896020,zero,2021-03-28 01:47:00+00:00,2021-03-28 01:47:00+00:00,"zero, 0.0h from 2021-03-28T01:47:00Z to 2021-03-28T01:47:00Z"
H3.Z41,H3.Z41.W@zero@1616897460,zero,2021-03-28 02:11:00+00:00,2021-03-28 02:11:00+00:00,"zero, 0.0h from 2021-03-28T02:11:00Z to 2021-03-28T02:11:00Z"
H3.Z41,H3.Z41.W@zero@1616898900,zero,2021-03-28 02:35:00+00:00,2021-03-28 02:35:00+00:00,"zero, 0.0h from 2021-03-28T02:35:00Z to 2021-03-28T02:35:00Z"
H3.Z41,H3.Z41.W@zero@1616900340,zero,2021-03-28 02:59:00+00:00,2021-03-28 02:59:00+00:00,"zero, 0.0h from 2021-03-28T02:59:00Z to 2021-03-28T02:59:00Z"
H3.Z41,H3.Z41.W@zero@1616901780,zero,2021-03-28 03:23:00+00:00,2021-03-28 03:23:00+00:00,"zero, 0.0h from 2021-03-28T03:23:00Z to 2021-03-28T03:23:00Z"
H3.Z41,H3.Z41.W@zero@1616903220,zero,2021-03-28 03:47:00+00:00,2021-03-28 03:47:00+00:00,"zero, 0.0h from 2021-03-28T03:47:00Z to 2021-03-28T03:47:00Z"
H3.Z41,H3.Z41.W@zero@1616904660,zero,2021-03-28 04:11:00+00:00,2021-03-28 04:11:00+00:00,"zero, 0.0h from 2021-03-28T04:11:00Z to 2021-03-28T04:11:00Z"
H3.Z41,H3.Z41.W@zero@1616906100,zero,2021-03-28 04:35:00+00:00,2021-03-28 04:35:00+00:00,"zero, 0.0h from 2021-03-28T04:35:00Z to 2021-03-28T04:35:00Z"
H3.Z41,H3.Z41.W@zero@1616907540,zero,2021-03-28 04:59:00+00:00,2021-03-28 04:59:00+00:00,"zero, 0.0h from 2021-03-28T04:59:00Z to 2021-03-28T04:59:00Z"
H3.Z41,H3.Z41.W@zero@1616908980,zero,2021-03-28 05:23:00+00:00,2021-03-28 05:23:00+00:00,"zero, 0.0h from 2021-03-28T05:23:00Z to 2021-03-28T05:23:00Z"
H3.Z41,H3.Z41.W@zero@1616910420,zero,2021-03-28 05:47:00+00:00,2021-03-28 05:47:00+00:00,"zero, 0.0h from 2021-03-28T05:47:00Z to 2021-03-28T05:47:00Z"
H3.Z41,H3.Z41.W@zero@1616911920,zero,2021-03-28 06:12:00+00:00,2021-03-28 06:12:00+00:00,"zero, 0.0h from 2021-03-28T06:12:00Z to 2021-03-28T06:12:00Z"
H3.Z41,H3.Z41.W@zero@1616913360,zero,2021-03-28 06:36:00+00:00,2021-03-28 06:36:00+00:00,"zero, 0.0h from 2021-03-28T06:36:00Z to 2021-03-28T06:36:00Z"
H3.Z41,H3.Z41.W@zero@1616914860,zero,2021-03-28 07:01:00+00:00,2021-03-28 07:01:00+00:00,"zero, 0.0h from 2021-03-28T07:01:00Z to 2021-03-28T07:01:00Z"
H3.Z41,H3.Z41.W@zero@1616916300,zero,2021-03-28 07:25:00+00:00,2021-03-28 07:25:00+00:00,"zero, 0.0h from 2021-03-28T07:25:00Z to 2021-03-28T07:25:00Z"
H3.Z41,H3.Z41.W@zero@1616917740,zero,2021-03-28 07:49:00+00:00,2021-03-28 07:49:00+00:00,"zero, 0.0h from 2021-03-28T07:49:00Z to 2021-03-28T07:49:00Z"
H3.Z41,H3.Z41.W@zero@1616919240,zero,2021-03-28 08:14:00+00:00,2021-03-28 08:14:00+00:00,"zero, 0.0h from 2021-03-28T08:14:00Z to 2021-03-28T08:14:00Z"
H3.Z41,H3.Z41.W@zero@1616920680,zero,2021-03-28 08:38:00+00:00,2021-03-28 08:38:00+00:00,"zero, 0.0h from 2021-03-28T08:38:00Z to 2021-03-28T08:38:00Z"
H3.Z41,H3.Z41.W@zero@1616922120,zero,2021-03-28 09:02:00+00:00,2021-03-28 09:02:00+00:00,"zero, 0.0h from 2021-03-28T09:02:00Z to 2021-03-28T09:02:00Z"
H3.Z41,H3.Z41.W@zero@1616923620,zero,2021-03-28 09:27:00+00:00,2021-03-28 09:27:00+00:00,"zero, 0.0h from 2021-03-28T09:27:00Z to 2021-03-28T09:27:00Z"
H3.Z41,H3.Z41.W@zero@1616925060,zero,2021-03-28 09:51:00+00:00,2021-03-28 09:51:00+00:00,"zero, 0.0h from 2021-03-28T09:51:00Z to 2021-03-28T09:51:00Z"
H3.Z41,H3.Z41.W@zero@1616926500,zero,2021-03-28 10:15:00+00:00,2021-03-28 10:15:00+00:00,"zero, 0.0h from 2021-03-28T10:15:00Z to 2021-03-28T10:15:00Z"
H3.Z41,H3.Z41.W@zero@1616927940,zero,2021-03-28 10:39:00+00:00,2021-03-28 10:39:00+00:00,"zero, 0.0h from 2021-03-28T10:39:00Z to 2021-03-28T10:39:00Z"
H3.Z41,H3.Z41.W@zero@1616929380,zero,2021-03-28 11:03:00+00:00,2021-03-28 11:03:00+00:00,"zero, 0.0h from 2021-03-28T11:03:00Z to 2021-03-28T11:03:00Z"
H3.Z41,H3.Z41.W@zero@1616930820,zero,2021-03-28 11:27:00+00:00,2021-03-28 11:27:00+00:00,"zero, 0.0h from 2021-03-28T11:27:00Z to 2021-03-28T11:27:00Z"
H3.Z41,H3.Z41.W@zero@1616932260,zero,2021-03-28 11:51:00+00:00,2021-03-28 11:51:00+00:00,"zero, 0.0h from 2021-03-28T11:51:00Z to 2021-03-28T11:51:00Z"
H3.Z41,H3.Z41.W@zero@1616933880,zero,2021-03-28 12:18:00+00:00,2021-03-28 12:18:00+00:00,"zero, 0.0h from 2021-03-28T12:18:00Z to 2021-03-28T12:18:00Z"
H3.Z41,H3.Z41.W@zero@1616935380,zero,2021-03-28 12:43:00+00:00,2021-03-28 12:43:00+00:00,"zero, 0.0h from 2021-03-28T12:43:00Z to 2021-03-28T12:43:00Z"
H3.Z41,H3.Z41.W@zero@1616936880,zero,2021-03-28 13:08:00+00:00,2021-03-28 13:08:00+00:00,"zero, 0.0h from 2021-03-28T13:08:00Z to 2021-03-28T13:08:00Z"
H3.Z41,H3.Z41.W@zero@1616938320,zero,2021-03-28 13:32:00+00:00,2021-03-28 13:32:00+00:00,"zero, 0.0h from 2021-03-28T13:32:00Z to 2021-03-28T13:32:00Z"
H3.Z41,H3.Z41.W@zero@1616939760,zero,2021-03-28 13:56:00+00:00,2021-03-28 13:56:00+00:00,"zero, 0.0h from 2021-03-28T13:56:00Z to 2021-03-28T13:56:00Z"
H3.Z41,H3.Z41.W@zero@1616941260,zero,2021-03-28 14:21:00+00:00,2021-03-28 14:21:00+00:00,"zero, 0.0h from 2021-03-28T14:21:00Z to 2021-03-28T14:21:00Z"
H3.Z41,H3.Z41.W@zero@1616942700,zero,2021-03-28 14:45:00+00:00,2021-03-28 14:45:00+00:00,"zero, 0.0h from 2021-03-28T14:45:00Z to 2021-03-28T14:45:00Z"
H3.Z41,H3.Z41.W@zero@1616944140,zero,2021-03-28 15:09:00+00:00,2021-03-28 15:09:00+00:00,"zero, 0.0h from 2021-03-28T15:09:00Z to 2021-03-28T15:09:00Z"
H3.Z41,H3.Z41.W@zero@1616945580,zero,2021-03-28 15:33:00+00:00,2021-03-28 15:33:00+00:00,"zero, 0.0h from 2021-03-28T15:33:00Z to 2021-03-28T15:33:00Z"
H3.Z41,H3.Z41.W@zero@1616947020,zero,2021-03-28 15:57:00+00:00,2021-03-28 15:57:00+00:00,"zero, 0.0h from 2021-03-28T15:57:00Z to 2021-03-28T15:57:00Z"
H3.Z41,H3.Z41.W@zero@1616948460,zero,2021-03-28 16:21:00+00:00,2021-03-28 16:21:00+00:00,"zero, 0.0h from 2021-03-28T16:21:00Z to 2021-03-28T16:21:00Z"
H3.Z41,H3.Z41.W@zero@1616949900,zero,2021-03-28 16:45:00+00:00,2021-03-28 16:45:00+00:00,"zero, 0.0h from 2021-03-28T16:45:00Z to 2021-03-28T16:45:00Z"
H3.Z41,H3.Z41.W@zero@1616951340,zero,2021-03-28 17:09:00+00:00,2021-03-28 17:09:00+00:00,"zero, 0.0h from 2021-03-28T17:09:00Z to 2021-03-28T17:09:00Z"
H3.Z41,H3.Z41.W@zero@1616952780,zero,2021-03-28 17:33:00+00:00,2021-03-28 17:33:00+00:00,"zero, 0.0h from 2021-03-28T17:33:00Z to 2021-03-28T17:33:00Z"
H3.Z41,H3.Z41.W@zero@1616954220,zero,2021-03-28 17:57:00+00:00,2021-03-28 17:57:00+00:00,"zero, 0.0h from 2021-03-28T17:57:00Z to 2021-03-28T17:57:00Z"
H3.Z41,H3.Z41.W@zero@1616955720,zero,2021-03-28 18:22:00+00:00,2021-03-28 18:22:00+00:00,"zero, 0.0h from 2021-03-28T18:22:00Z to 2021-03-28T18:22:00Z"
H3.Z41,H3.Z41.W@zero@1616957160,zero,2021-03-28 18:46:00+00:00,2021-03-28 18:46:00+00:00,"zero, 0.0h from 2021-03-28T18:46:00Z to 2021-03-28T18:46:00Z"
H3.Z41,H3.Z41.W@zero@1616958600,zero,2021-03-28 19:10:00+00:00,2021-03-28 19:10:00+00:00,"zero, 0.0h from 2021-03-28T19:10:00Z to 2021-03-28T19:10:00Z"
H3.Z41,H3.Z41.W@zero@1616960040,zero,2021-03-28 19:34:00+00:00,2021-03-28 19:34:00+00:00,"zero, 0.0h from 2021-03-28T19:34:00Z to 2021-03-28T19:34:00Z"
H3.Z41,H3.Z41.W@zero@1616961480,zero,2021-03-28 19:58:00+00:00,2021-03-28 19:58:00+00:00,"zero, 0.0h from 2021-03-28T19:58:00Z to 2021-03-28T19:58:00Z"
H3.Z41,H3.Z41.W@zero@1616962920,zero,2021-03-28 20:22:00+00:00,2021-03-28 20:22:00+00:00,"zero, 0.0h from 2021-03-28T20:22:00Z to 2021-03-28T20:22:00Z"
H3.Z41,H3.Z41.W@zero@1616964360,zero,2021-03-28 20:46:00+00:00,2021-03-28 20:46:00+00:00,"zero, 0.0h from 2021-03-28T20:46:00Z to 2021-03-28T20:46:00Z"
H3.Z41,H3.Z41.W@zero@1616965800,zero,2021-03-28 21:10:00+00:00,2021-03-28 21:10:00+00:00,"zero, 0.0h from 2021-03-28T21:10:00Z to 2021-03-28T21:10:00Z"
H3.Z41,H3.Z41.W@zero@1616967240,zero,2021-03-28 21:34:00+00:00,2021-03-28 21:34:00+00:00,"zero, 0.0h from 2021-03-28T21:34:00Z to 2021-03-28T21:34:00Z"
H3.Z41,H3.Z41.W@zero@1616968680,zero,2021-03-28 21:58:00+00:00,2021-03-28 21:58:00+00:00,"zero, 0.0h from 2021-03-28T21:58:00Z to 2021-03-28T21:58:00Z"
H3.Z41,H3.Z41.W@zero@1616970120,zero,2021-03-28 22:22:00+00:00,2021-03-28 22:22:00+00:00,"zero, 0.0h from 2021-03-28T22:22:00Z to 2021-03-28T22:22:00Z"
H3.Z41,H3.Z41.W@zero@1616971560,zero,2021-03-28 22:46:00+00:00,2021-03-28 22:46:00+00:00,"zero, 0.0h from 2021-03-28T22:46:00Z to 2021-03-28T22:46:00Z"
H3.Z41,H3.Z41.W@zero@1616973000,zero,2021-03-28 23:10:00+00:00,2021-03-28 23:10:00+00:00,"zero, 0.0h from 2021-03-28T23:10:00Z to 2021-03-28T23:10:00Z"
H3.Z41,H3.Z41.W@zero@1616974440,zero,2021-03-28 23:34:00+00:00,2021-03-28 23:34:00+00:00,"zero, 0.0h from 2021-03-28T23:34:00Z to 2021-03-28T23:34:00Z"
H3.Z41,H3.Z41.W@zero@1616975880,zero,2021-03-28 23:58:00+00:00,2021-03-28 23:58:00+00:00,"zero, 0.0h from 2021-03-28T23:58:00Z to 2021-03-28T23:58:00Z"
H3.Z41,H3.Z41.W@zero@1616977320,zero,2021-03-29 00:22:00+00:00,2021-03-29 00:22:00+00:00,"zero, 0.0h from 2021-03-29T00:22:00Z to 2021-03-29T00:22:00Z"
H3.Z41,H3.Z41.W@zero@1616978760,zero,2021-03-29 00:46:00+00:00,2021-03-29 00:46:00+00:00,"zero, 0.0h from 2021-03-29T00:46:00Z to 2021-03-29T00:46:00Z"
H3.Z41,H3.Z41.W@zero@1616980200,zero,2021-03-29 01:10:00+00:00,2021-03-29 01:10:00+00:00,"zero, 0.0h from 2021-03-29T01:10:00Z to 2021-03-29T01:10:00Z"
H3.Z41,H3.Z41.W@zero@1616981640,zero,2021-03-29 01:34:00+00:00,2021-03-29 01:34:00+00:00,"zero, 0.0h from 2021-03-29T01:34:00Z to 2021-03-29T01:34:00Z"
H3.Z41,H3.Z41.W@zero@1616983080,zero,2021-03-29 01:58:00+00:00,2021-03-29 01:58:00+00:00,"zero, 0.0h from 2021-03-29T01:58:00Z to 2021-03-29T01:58:00Z"
H3.Z41,H3.Z41.W@zero@1616984580,zero,2021-03-29 02:23:00+00:00,2021-03-29 02:23:00+00:00,"zero, 0.0h from 2021-03-29T02:23:00Z to 2021-03-29T02:23:00Z"
H3.Z41,H3.Z41.W@zero@1616986020,zero,2021-03-29 02:47:00+00:00,2021-03-29 02:47:00+00:00,"zero, 0.0h from 2021-03-29T02:47:00Z to 2021-03-29T02:47:00Z"
H3.Z41,H3.Z41.W@zero@1665061320,zero,2022-10-06 13:02:00+00:00,2022-10-06 13:02:00+00:00,"zero, 0.0h from 2022-10-06T13:02:00Z to 2022-10-06T13:02:00Z"
H3.Z41,H3.Z41.W@zero@1673456100,zero,2023-01-11 16:55:00+00:00,2023-01-11 16:55:00+00:00,"zero, 0.0h from 2023-01-11T16:55:00Z to 2023-01-11T16:55:00Z"
H3.Z41,H3.Z41.W@zero@1693875300,zero,2023-09-05 00:55:00+00:00,2023-09-05 00:55:00+00:00,"zero, 0.0h from 2023-09-05T00:55:00Z to 2023-09-05T00:55:00Z"
H3.Z41,H3.Z41.WQ@zero@1616657400,zero,2021-03-25 07:30:00+00:00,2021-03-25 07:30:00+00:00,"zero, 0.0h from 2021-03-25T07:30:00Z to 2021-03-25T07:30:00Z"
H3.Z41,H3.Z41.WQ@zero@1616658900,zero,2021-03-25 07:55:00+00:00,2021-03-25 07:55:00+00:00,"zero, 0.0h from 2021-03-25T07:55:00Z to 2021-03-25T07:55:00Z"
H3.Z41,H3.Z41.WQ@zero@1616660400,zero,2021-03-25 08:20:00+00:00,2021-03-25 08:20:00+00:00,"zero, 0.0h from 2021-03-25T08:20:00Z to 2021-03-25T08:20:00Z"
H3.Z41,H3.Z41.WQ@zero@1616661900,zero,2021-03-25 08:45:00+00:00,2021-03-25 08:45:00+00:00,"zero, 0.0h from 2021-03-25T08:45:00Z to 2021-03-25T08:45:00Z"
H3.Z41,H3.Z41.WQ@zero@1616663400,zero,2021-03-25 09:10:00+00:00,2021-03-25 09:10:00+00:00,"zero, 0.0h from 2021-03-25T09:10:00Z to 2021-03-25T09:10:00Z"
H3.Z41,H3.Z41.WQ@zero@1616664960,zero,2021-03-25 09:36:00+00:00,2021-03-25 09:36:00+00:00,"zero, 0.0h from 2021-03-25T09:36:00Z to 2021-03-25T09:36:00Z"
H3.Z41,H3.Z41.WQ@zero@1616666460,zero,2021-03-25 10:01:00+00:00,2021-03-25 10:01:00+00:00,"zero, 0.0h from 2021-03-25T10:01:00Z to 2021-03-25T10:01:00Z"
H3.Z41,H3.Z41.WQ@zero@1616667960,zero,2021-03-25 10:26:00+00:00,2021-03-25 10:26:00+00:00,"zero, 0.0h from 2021-03-25T10:26:00Z to 2021-03-25T10:26:00Z"
H3.Z41,H3.Z41.WQ@zero@1616669460,zero,2021-03-25 10:51:00+00:00,2021-03-25 10:51:00+00:00,"zero, 0.0h from 2021-03-25T10:51:00Z to 2021-03-25T10:51:00Z"
H3.Z41,H3.Z41.WQ@zero@1616671020,zero,2021-03-25 11:17:00+00:00,2021-03-25 11:17:00+00:00,"zero, 0.0h from 2021-03-25T11:17:00Z to 2021-03-25T11:17:00Z"
H3.Z41,H3.Z41.WQ@zero@1616672520,zero,2021-03-25 11:42:00+00:00,2021-03-25 11:42:00+00:00,"zero, 0.0h from 2021-03-25T11:42:00Z to 2021-03-25T11:42:00Z"
H3.Z41,H3.Z41.WQ@zero@1616674020,zero,2021-03-25 12:07:00+00:00,2021-03-25 12:07:00+00:00,"zero, 0.0h from 2021-03-25T12:07:00Z to 2021-03-25T12:07:00Z"
H3.Z41,H3.Z41.WQ@zero@1616675520,zero,2021-03-25 12:32:00+00:00,2021-03-25 12:32:00+00:00,"zero, 0.0h from 2021-03-25T12:32:00Z to 2021-03-25T12:32:00Z"
H3.Z41,H3.Z41.WQ@zero@1616677020,zero,2021-03-25 12:57:00+00:00,2021-03-25 12:57:00+00:00,"zero, 0.0h from 2021-03-25T12:57:00Z to 2021-03-25T12:57:00Z"
H3.Z41,H3.Z41.WQ@zero@1616678520,zero,2021-03-25 13:22:00+00:00,2021-03-25 13:22:00+00:00,"zero, 0.0h from 2021-03-25T13:22:00Z to 2021-03-25T13:22:00Z"
H3.Z41,H3.Z41.WQ@zero@1616680020,zero,2021-03-25 13:47:00+00:00,2021-03-25 13:47:00+00:00,"zero, 0.0h from 2021-03-25T13:47:00Z to 2021-03-25T13:47:00Z"
H3.Z41,H3.Z41.WQ@zero@1616681520,zero,2021-03-25 14:12:00+00:00,2021-03-25 14:12:00+00:00,"zero, 0.0h from 2021-03-25T14:12:00Z to 2021-03-25T14:12:00Z"
