meter_urn,issue_id,reason,time_start,time_end,comment
H2.Z63,H2.Z63.W@zero@1581364080,zero,2020-02-10 19:48:00+00:00,2020-02-10 19:48:00+00:00,"zero, 0.0h from 2020-02-10T19:48:00Z to 2020-02-10T19:48:00Z"
H2.Z63,H2.Z63.W@zero@1581368640,zero,2020-02-10 21:04:00+00:00,2020-02-10 21:04:00+00:00,"zero, 0.0h from 2020-02-10T21:04:00Z to 2020-02-10T21:04:00Z"
H2.Z63,H2.Z63.W@zero@1581373860,zero,2020-02-10 22:31:00+00:00,2020-02-10 22:31:00+00:00,"zero, 0.0h from 2020-02-10T22:31:00Z to 2020-02-10T22:31:00Z"
H2.Z63,H2.Z63.W@zero@1581378420,zero,2020-02-10 23:47:00+00:00,2020-02-10 23:47:00+00:00,"zero, 0.0h from 2020-02-10T23:47:00Z to 2020-02-10T23:47:00Z"
H2.Z63,H2.Z63.W@zero@1581383640,zero,2020-02-11 01:14:00+00:00,2020-02-11 01:14:00+00:00,"zero, 0.0h from 2020-02-11T01:14:00Z to 2020-02-11T01:14:00Z"
H2.Z63,H2.Z63.W@zero@1581388020,zero,2020-02-11 02:27:00+00:00,2020-02-11 02:27:00+00:00,"zero, 0.0h from 2020-02-11T02:27:00Z to 2020-02-11T02:27:00Z"
H2.Z63,H2.Z63.W@zero@1581392400,zero,2020-02-11 03:40:00+00:00,2020-02-11 03:40:00+00:00,"zero, 0.0h from 2020-02-11T03:40:00Z to 2020-02-11T03:40:00Z"
H2.Z63,H2.Z63.W@zero@1581396720,zero,2020-02-11 04:52:00+00:00,2020-02-11 04:52:00+00:00,"zero, 0.0h from 2020-02-11T04:52:00Z to 2020-02-11T04:52:00Z"
H2.Z63,H2.Z63.W@zero@1581401280,zero,2020-02-11 06:08:00+00:00,2020-02-11 06:08:00+00:00,"zero, 0.0h from 2020-02-11T06:08:00Z to 2020-02-11T06:08:00Z"
H2.Z63,H2.Z63.W@zero@1581405840,zero,2020-02-11 07:24:00+00:00,2020-02-11 07:24:00+00:00,"zero, 0.0h from 2020-02-11T07:24:00Z to 2020-02-11T07:24:00Z"
H2.Z63,H2.Z63.W@zero@1581410400,zero,2020-02-11 08:40:00+00:00,2020-02-11 08:40:00+00:00,"zero, 0.0h from 2020-02-11T08:40:00Z to 2020-02-11T08:40:00Z"
H2.Z63,H2.Z63.W@zero@1581415200,zero,2020-02-11 10:00:00+00:00,2020-02-11 10:00:00+00:00,"zero, 0.0h from 2020-02-11T10:00:00Z to 2020-02-11T10:00:00Z"
H2.Z63,H2.Z63.W@zero@1581419760,zero,2020-02-11 11:16:00+00:00,2020-02-11 11:16:00+00:00,"zero, 0.0h from 2020-02-11T11:16:00Z to 2020-02-11T11:16:00Z"
H2.Z63,H2.Z63.W@zero@1581424560,zero,2020-02-11 12:36:00+00:00,2020-02-11 12:36:00+00:00,"zero, 0.0h from 2020-02-11T12:36:00Z to 2020-02-11T12:36:00Z"
H2.Z63,H2.Z63.W@zero@1581429120,zero,2020-02-11 13:52:00+00:00,2020-02-11 13:52:00+00:00,"zero, 0.0h from 2020-02-11T13:52:00Z to 2020-02-11T13:52:00Z"
H2.Z63,H2.Z63.W@zero@1581430860,zero,2020-02-11 14:21:00+00:00,2020-02-11 14:21:00+00:00,"zero, 0.0h from 2020-02-11T14:21:00Z to 2020-02-11T14:21:00Z"
H2.Z63,H2.Z63.W@zero@1581433260,zero,2020-02-11 15:01:00+00:00,2020-02-11 15:01:00+00:00,"zero, 0.0h from 2020-02-11T15:01:00Z to 2020-02-11T15:01:00Z"
H2.Z63,H2.Z63.W@zero@1581435840,zero,2020-02-11 15:44:00+00:00,2020-02-11 15:44:00+00:00,"zero, 0.0h from 2020-02-11T15:44:00Z to 2020-02-11T15:44:00Z"
H2.Z63,H2.Z63.W@zero@1581437340,zero,2020-02-11 16:09:00+00:00,2020-02-11 16:09:00+00:00,"zero, 0.0h from 2020-02-11T16:09:00Z to 2020-02-11T16:09:00Z"
H2.Z63,H2.Z63.W@zero@1581438840,zero,2020-02-11 16:34:00+00:00,2020-02-11 16:34:00+00:00,"zero, 0.0h from 2020-02-11T16:34:00Z to 2020-02-11T16:34:00Z"
H2.Z63,H2.Z63.W@zero@1581440340,zero,2020-02-11 16:59:00+00:00,2020-02-11 16:59:00+00:00,"zero, 0.0h from 2020-02-11T16:59:00Z to 2020-02-11T16:59:00Z"
H2.Z63,H2.Z63.W@zero@1581441840,zero,2020-02-11 17:24:00+00:00,2020-02-11 17:24:00+00:00,"zero, 0.0h from 2020-02-11T17:24:00Z to 2020-02-11T17:24:00Z"
H2.Z63,H2.Z63.W@zero@1581443400,zero,2020-02-11 17:50:00+00:00,2020-02-11 17:50:00+00:00,"zero, 0.0h from 2020-02-11T17:50:00Z to 2020-02-11T17:50:00Z"
H2.Z63,H2.Z63.W@zero@1581444900,zero,2020-02-11 18:15:00+00:00,2020-02-11 18:15:00+00:00,"zero, 0.0h from 2020-02-11T18:15:00Z to 2020-02-11T18:15:00Z"
H2.Z63,H2.Z63.W@zero@1581446400,zero,2020-02-11 18:40:00+00:00,2020-02-11 18:40:00+00:00,"zero, 0.0h from 2020-02-11T18:40:00Z to 2020-02-11T18:40:00Z"
H2.Z63,H2.Z63.W@zero@1581447900,zero,2020-02-11 19:05:00+00:00,2020-02-11 19:05:00+00:00,"zero, 0.0h from 2020-02-11T19:05:00Z to 2020-02-11T19:05:00Z"
H2.Z63,H2.Z63.W@zero@1581449400,zero,2020-02-11 19:30:00+00:00,2020-02-11 19:30:00+00:00,"zero, 0.0h from 2020-02-11T19:30:00Z to 2020-02-11T19:30:00Z"
H2.Z63,H2.Z63.W@zero@1581450900,zero,2020-02-11 19:55:00+00:00,2020-02-11 19:55:00+00:00,"zero, 0.0h from 2020-02-11T19:55:00Z to 2020-02-11T19:55:00Z"
H2.Z63,H2.Z63.W@zero@1581452400,zero,2020-02-11 20:20:00+00:00,2020-02-11 20:20:00+00:00,"zero, 0.0h from 2020-02-11T20:20:00Z to 2020-02-11T20:20:00Z"
H2.Z63,H2.Z63.W@zero@1581453900,zero,2020-02-11 20:45:00+00:00,2020-02-11 20:45:00+00:00,"zero, 0.0h from 2020-02-11T20:45:00Z to 2020-02-11T20:45:00Z"
H2.Z63,H2.Z63.W@zero@1581455400,zero,2020-02-11 21:10:00+00:00,2020-02-11 21:10:00+00:00,"zero, 0.0h from 2020-02-11T21:10:00Z to 2020-02-11T21:10:00Z"
H2.Z63,H2.Z63.W@zero@1581456900,zero,2020-02-11 21:35:00+00:00,2020-02-11 21:35:00+00:00,"zero, 0.0h from 2020-02-11T21:35:00Z to 2020-02-11T21:35:00Z"
H2.Z63,H2.Z63.W@zero@1581458400,zero,2020-02-11 22:00:00+00:00,2020-02-11 22:00:00+00:00,"zero, 0.0h from 2020-02-11T22:00:00Z to 2020-02-11T22:00:00Z"
H2.Z63,H2.Z63.W@zero@1581459900,zero,2020-02-11 22:25:00+00:00,2020-02-11 22:25:00+00:00,"zero, 0.0h from 2020-02-11T22:25:00Z to 2020-02-11T22:25:00Z"
H2.Z63,H2.Z63.W@zero@1581461400,zero,2020-02-11 22:50:00+00:00,2020-02-11 22:50:00+00:00,"zero, 0.0h from 2020-02-11T22:50:00Z to 2020-02-11T22:50:00Z"
H2.Z63,H2.Z63.W@zero@1581462900,zero,2020-02-11 23:15:00+00:00,2020-02-11 23:15:00+00:00,"zero, 0.0h from 2020-02-11T23:15:00Z to 2020-02-11T23:15:00Z"
H2.Z63,H2.Z63.W@zero@1581464400,zero,2020-02-11 23:40:00+00:00,2020-02-11 23:40:00+00:00,"zero, 0.0h from 2020-02-11T23:40:00Z to 2020-02-11T23:40:00Z"
H2.Z63,H2.Z63.W@zero@1581465900,zero,2020-02-12 00:05:00+00:00,2020-02-12 00:05:00+00:00,"zero, 0.0h from 2020-02-12T00:05:00Z to 2020-02-12T00:05:00Z"
H2.Z63,H2.Z63.W@zero@1581467580,zero,2020-02-12 00:33:00+00:00,2020-02-12 00:33:00+00:00,"zero, 0.0h from 2020-02-12T00:33:00Z to 2020-02-12T00:33:00Z"
H2.Z63,H2.Z63.W@zero@1581469080,zero,2020-02-12 00:58:00+00:00,2020-02-12 00:58:00+00:00,"zero, 0.0h from 2020-02-12T00:58:00Z to 2020-02-12T00:58:00Z"
H2.Z63,H2.Z63.W@zero@1581470640,zero,2020-02-12 01:24:00+00:00,2020-02-12 01:24:00+00:00,"zero, 0.0h from 2020-02-12T01:24:00Z to 2020-02-12T01:24:00Z"
H2.Z63,H2.Z63.W@zero@1581472140,zero,2020-02-12 01:49:00+00:00,2020-02-12 01:49:00+00:00,"zero, 0.0h from 2020-02-12T01:49:00Z to 2020-02-12T01:49:00Z"
H2.Z63,H2.Z63.W@zero@1581473640,zero,2020-02-12 02:14:00+00:00,2020-02-12 02:14:00+00:00,"zero, 0.0h from 2020-02-12T02:14:00Z to 2020-02-12T02:14:00Z"
H2.Z63,H2.Z63.W@zero@1581475140,zero,2020-02-12 02:39:00+00:00,2020-02-12 02:39:00+00:00,"zero, 0.0h from 2020-02-12T02:39:00Z to 2020-02-12T02:39:00Z"
H2.Z63,H2.Z63.W@zero@1581476640,zero,2020-02-12 03:04:00+00:00,2020-02-12 03:04:00+00:00,"zero, 0.0h from 2020-02-12T03:04:00Z to 2020-02-12T03:04:00Z"
H2.Z63,H2.Z63.W@zero@1581478140,zero,2020-02-12 03:29:00+00:00,2020-02-12 03:29:00+00:00,"zero, 0.0h from 2020-02-12T03:29:00Z to 2020-02-12T03:29:00Z"
H2.Z63,H2.Z63.W@zero@1581479580,zero,2020-02-12 03:53:00+00:00,2020-02-12 03:53:00+00:00,"zero, 0.0h from 2020-02-12T03:53:00Z to 2020-02-12T03:53:00Z"
H2.Z63,H2.Z63.W@zero@1581481080,zero,2020-02-12 04:18:00+00:00,2020-02-12 04:18:00+00:00,"zero, 0.0h from 2020-02-12T04:18:00Z to 2020-02-12T04:18:00Z"
H2.Z63,H2.Z63.W@zero@1581482580,zero,2020-02-12 04:43:00+00:00,2020-02-12 04:43:00+00:00,"zero, 0.0h from 2020-02-12T04:43:00Z to 2020-02-12T04:43:00Z"
H2.Z63,H2.Z63.W@zero@1581484080,zero,2020-02-12 05:08:00+00:00,2020-02-12 05:08:00+00:00,"zero, 0.0h from 2020-02-12T05:08:00Z to 2020-02-12T05:08:00Z"
H2.Z63,H2.Z63.W@zero@1581485520,zero,2020-02-12 05:32:00+00:00,2020-02-12 05:32:00+00:00,"zero, 0.0h from 2020-02-12T05:32:00Z to 2020-02-12T05:32:00Z"
H2.Z63,H2.Z63.W@zero@1581487020,zero,2020-02-12 05:57:00+00:00,2020-02-12 05:57:00+00:00,"zero, 0.0h from 2020-02-12T05:57:00Z to 2020-02-12T05:57:00Z"
H2.Z63,H2.Z63.W@zero@1581488460,zero,2020-02-12 06:21:00+00:00,2020-02-12 06:21:00+00:00,"zero, 0.0h from 2020-02-12T06:21:00Z to 2020-02-12T06:21:00Z"
H2.Z63,H2.Z63.W@zero@1581489960,zero,2020-02-12 06:46:00+00:00,2020-02-12 06:46:00+00:00,"zero, 0.0h from 2020-02-12T06:46:00Z to 2020-02-12T06:46:00Z"
H2.Z63,H2.Z63.W@zero@1581491400,zero,2020-02-12 07:10:00+00:00,2020-02-12 07:10:00+00:00,"zero, 0.0h from 2020-02-12T07:10:00Z to 2020-02-12T07:10:00Z"
H2.Z63,H2.Z63.W@zero@1581492900,zero,2020-02-12 07:35:00+00:00,2020-02-12 07:35:00+00:00,"zero, 0.0h from 2020-02-12T07:35:00Z to 2020-02-12T07:35:00Z"
H2.Z63,H2.Z63.W@zero@1581494340,zero,2020-02-12 07:59:00+00:00,2020-02-12 07:59:00+00:00,"zero, 0.0h from 2020-02-12T07:59:00Z to 2020-02-12T07:59:00Z"
H2.Z63,H2.Z63.W@zero@1581495780,zero,2020-02-12 08:23:00+00:00,2020-02-12 08:23:00+00:00,"zero, 0.0h from 2020-02-12T08:23:00Z to 2020-02-12T08:23:00Z"
H2.Z63,H2.Z63.W@zero@1581497220,zero,2020-02-12 08:47:00+00:00,2020-02-12 08:47:00+00:00,"zero, 0.0h from 2020-02-12T08:47:00Z to 2020-02-12T08:47:00Z"
H2.Z63,H2.Z63.W@zero@1581498720,zero,2020-02-12 09:12:00+00:00,2020-02-12 09:12:00+00:00,"zero, 0.0h from 2020-02-12T09:12:00Z to 2020-02-12T09:12:00Z"
H2.Z63,H2.Z63.W@zero@1581500160,zero,2020-02-12 09:36:00+00:00,2020-02-12 09:36:00+00:00,"zero, 0.0h from 2020-02-12T09:36:00Z to 2020-02-12T09:36:00Z"
H2.Z63,H2.Z63.W@zero@1581501600,zero,2020-02-12 10:00:00+00:00,2020-02-12 10:00:00+00:00,"zero, 0.0h from 2020-02-12T10:00:00Z to 2020-02-12T10:00:00Z"
H2.Z63,H2.Z63.W@zero@1581503100,zero,2020-02-12 10:25:00+00:00,2020-02-12 10:25:00+00:00,"zero, 0.0h from 2020-02-12T10:25:00Z to 2020-02-12T10:25:00Z"
H2.Z63,H2.Z63.W@zero@1581504540,zero,2020-02-12 10:49:00+00:00,2020-02-12 10:49:00+00:00,"zero, 0.0h from 2020-02-12T10:49:00Z to 2020-02-12T10:49:00Z"
H2.Z63,H2.Z63.W@zero@1581506160,zero,2020-02-12 11:16:00+00:00,2020-02-12 11:16:00+00:00,"zero, 0.0h from 2020-02-12T11:16:00Z to 2020-02-12T11:16:00Z"
H2.Z63,H2.Z63.W@zero@1581507660,zero,2020-02-12 11:41:00+00:00,2020-02-12 11:41:00+00:00,"zero, 0.0h from 2020-02-12T11:41:00Z to 2020-02-12T11:41:00Z"
H2.Z63,H2.Z63.W@zero@1581509100,zero,2020-02-12 12:05:00+00:00,2020-02-12 12:05:00+00:00,"zero, 0.0h from 2020-02-12T12:05:00Z to 2020-02-12T12:05:00Z"
H2.Z63,H2.Z63.W@zero@1581510540,zero,2020-02-12 12:29:00+00:00,2020-02-12 12:29:00+00:00,"zero, 0.0h from 2020-02-12T12:29:00Z to 2020-02-12T12:29:00Z"
H2.Z63,H2.Z63.W@zero@1581512040,zero,2020-02-12 12:54:00+00:00,2020-02-12 12:54:00+00:00,"zero, 0.0h from 2020-02-12T12:54:00Z to 2020-02-12T12:54:00Z"
H2.Z63,H2.Z63.W@zero@1581513480,zero,2020-02-12 13:18:00+00:00,2020-02-12 13:18:00+00:00,"zero, 0.0h from 2020-02-12T13:18:00Z to 2020-02-12T13:18:00Z"
H2.Z63,H2.Z63.W@zero@1581514980,zero,2020-02-12 13:43:00+00:00,2020-02-12 13:43:00+00:00,"zero, 0.0h from 2020-02-12T13:43:00Z to 2020-02-12T13:43:00Z"
H2.Z63,H2.Z63.W@zero@1581516420,zero,2020-02-12 14:07:00+00:00,2020-02-12 14:07:00+00:00,"zero, 0.0h from 2020-02-12T14:07:00Z to 2020-02-12T14:07:00Z"
H2.Z63,H2.Z63.W@zero@1581517860,zero,2020-02-12 14:31:00+00:00,2020-02-12 14:31:00+00:00,"zero, 0.0h from 2020-02-12T14:31:00Z to 2020-02-12T14:31:00Z"
H2.Z63,H2.Z63.W@zero@1581519300,zero,2020-02-12 14:55:00+00:00,2020-02-12 14:55:00+00:00,"zero, 0.0h from 2020-02-12T14:55:00Z to 2020-02-12T14:55:00Z"
H2.Z63,H2.Z63.W@zero@1581520740,zero,2020-02-12 15:19:00+00:00,2020-02-12 15:19:00+00:00,"zero, 0.0h from 2020-02-12T15:19:00Z to 2020-02-12T15:19:00Z"
H2.Z63,H2.Z63.W@zero@1581522240,zero,2020-02-12 15:44:00+00:00,2020-02-12 15:44:00+00:00,"zero, 0.0h from 2020-02-12T15:44:00Z to 2020-02-12T15:44:00Z"
H2.Z63,H2.Z63.W@zero@1581523680,zero,2020-02-12 16:08:00+00:00,2020-02-12 16:08:00+00:00,"zero, 0.0h from 2020-02-12T16:08:00Z to 2020-02-12T16:08:00Z"
H2.Z63,H2.Z63.W@zero@1581525120,zero,2020-02-12 16:32:00+00:00,2020-02-12 16:32:00+00:00,"zero, 0.0h from 2020-02-12T16:32:00Z to 2020-02-12T16:32:00Z"
H2.Z63,H2.Z63.W@zero@1581526560,zero,2020-02-12 16:56:00+00:00,2020-02-12 16:56:00+00:00,"zero, 0.0h from 2020-02-12T16:56:00Z to 2020-02-12T16:56:00Z"
H2.Z63,H2.Z63.W@zero@1581528000,zero,2020-02-12 17:20:00+00:00,2020-02-12 17:20:00+00:00,"zero, 0.0h from 2020-02-12T17:20:00Z to 2020-02-12T17:20:00Z"
H2.Z63,H2.Z63.W@zero@1581529500,zero,2020-02-12 17:45:00+00:00,2020-02-12 17:45:00+00:00,"zero, 0.0h from 2020-02-12T17:45:00Z to 2020-02-12T17:45:00Z"
H2.Z63,H2.Z63.W@zero@1581532380,zero,2020-02-12 18:33:00+00:00,2020-02-12 18:33:00+00:00,"zero, 0.0h from 2020-02-12T18:33:00Z to 2020-02-12T18:33:00Z"
H2.Z63,H2.Z63.W@zero@1581533820,zero,2020-02-12 18:57:00+00:00,2020-02-12 18:57:00+00:00,"zero, 0.0h from 2020-02-12T18:57:00Z to 2020-02-12T18:57:00Z"
H2.Z63,H2.Z63.W@zero@1581535320,zero,2020-02-12 19:22:00+00:00,2020-02-12 19:22:00+00:00,"zero, 0.0h from 2020-02-12T19:22:00Z to 2020-02-12T19:22:00Z"
H2.Z63,H2.Z63.W@zero@1581536760,zero,2020-02-12 19:46:00+00:00,2020-02-12 19:46:00+00:00,"zero, 0.0h from 2020-02-12T19:46:00Z to 2020-02-12T19:46:00Z"
H2.Z63,H2.Z63.W@zero@1581538200,zero,2020-02-12 20:10:00+00:00,2020-02-12 20:10:00+00:00,"zero, 0.0h from 2020-02-12T20:10:00Z to 2020-02-12T20:10:00Z"
H2.Z63,H2.Z63.W@zero@1581539640,zero,2020-02-12 20:34:00+00:00,2020-02-12 20:34:00+00:00,"zero, 0.0h from 2020-02-12T20:34:00Z to 2020-02-12T20:34:00Z"
H2.Z63,H2.Z63.W@zero@1581541080,zero,2020-02-12 20:58:00+00:00,2020-02-12 20:58:00+00:00,"zero, 0.0h from 2020-02-12T20:58:00Z to 2020-02-12T20:58:00Z"
H2.Z63,H2.Z63.W@zero@1581542520,zero,2020-02-12 21:22:00+00:00,2020-02-12 21:22:00+00:00,"zero, 0.0h from 2020-02-12T21:22:00Z to 2020-02-12T21:22:00Z"
H2.Z63,H2.Z63.W@zero@1581543960,zero,2020-02-12 21:46:00+00:00,2020-02-12 21:46:00+00:00,"zero, 0.0h from 2020-02-12T21:46:00Z to 2020-02-12T21:46:00Z"
H2.Z63,H2.Z63.W@zero@1581545400,zero,2020-02-12 22:10:00+00:00,2020-02-12 22:10:00+00:00,"zero, 0.0h from 2020-02-12T22:10:00Z to 2020-02-12T22:10:00Z"
H2.Z63,H2.Z63.W@zero@1581546840,zero,2020-02-12 22:34:00+00:00,2020-02-12 22:34:00+00:00,"zero, 0.0h from 2020-02-12T22:34:00Z to 2020-02-12T22:34:00Z"
H2.Z63,H2.Z63.W@zero@1581548280,zero,2020-02-12 22:58:00+00:00,2020-02-12 22:58:00+00:00,"zero, 0.0h from 2020-02-12T22:58:00Z to 2020-02-12T22:58:00Z"
H2.Z63,H2.Z63.W@zero@1581549720,zero,2020-02-12 23:22:00+00:00,2020-02-12 23:22:00+00:00,"zero, 0.0h from 2020-02-12T23:22:00Z to 2020-02-12T23:22:00Z"
H2.Z63,H2.Z63.W@zero@1581551160,zero,2020-02-12 23:46:00+00:00,2020-02-12 23:46:00+00:00,"zero, 0.0h from 2020-02-12T23:46:00Z to 2020-02-12T23:46:00Z"
H2.Z63,H2.Z63.W@zero@1581552600,zero,2020-02-13 00:10:00+00:00,2020-02-13 00:10:00+00:00,"zero, 0.0h from 2020-02-13T00:10:00Z to 2020-02-13T00:10:00Z"
H2.Z63,H2.Z63.W@zero@1581554040,zero,2020-02-13 00:34:00+00:00,2020-02-13 00:34:00+00:00,"zero, 0.0h from 2020-02-13T00:34:00Z to 2020-02-13T00:34:00Z"
H2.Z63,H2.Z63.W@zero@1581555540,zero,2020-02-13 00:59:00+00:00,2020-02-13 00:59:00+00:00,"zero, 0.0h from 2020-02-13T00:59:00Z to 2020-02-13T00:59:00Z"
H2.Z63,H2.Z63.W@zero@1581556980,zero,2020-02-13 01:23:00+00:00,2020-02-13 01:23:00+00:00,"zero, 0.0h from 2020-02-13T01:23:00Z to 2020-02-13T01:23:00Z"
H2.Z63,H2.Z63.W@zero@1581558420,zero,2020-02-13 01:47:00+00:00,2020-02-13 01:47:00+00:00,"zero, 0.0h from 2020-02-13T01:47:00Z to 2020-02-13T01:47:00Z"
H2.Z63,H2.Z63.W@zero@1581559860,zero,2020-02-13 02:11:00+00:00,2020-02-13 02:11:00+00:00,"zero, 0.0h from 2020-02-13T02:11:00Z to 2020-02-13T02:11:00Z"
H2.Z63,H2.Z63.W@zero@1581561300,zero,2020-02-13 02:35:00+00:00,2020-02-13 02:35:00+00:00,"zero, 0.0h from 2020-02-13T02:35:00Z to 2020-02-13T02:35:00Z"
H2.Z63,H2.Z63.W@zero@1581562740,zero,2020-02-13 02:59:00+00:00,2020-02-13 02:59:00+00:00,"zero, 0.0h from 2020-02-13T02:59:00Z to 2020-02-13T02:59:00Z"
H2.Z63,H2.Z63.W@zero@1581564180,zero,2020-02-13 03:23:00+00:00,2020-02-13 03:23:00+00:00,"zero, 0.0h from 2020-02-13T03:23:00Z to 2020-02-13T03:23:00Z"
H2.Z63,H2.Z63.W@zero@1581565620,zero,2020-02-13 03:47:00+00:00,2020-02-13 03:47:00+00:00,"zero, 0.0h from 2020-02-13T03:47:00Z to 2020-02-13T03:47:00Z"
H2.Z63,H2.Z63.W@zero@1581567060,zero,2020-02-13 04:11:00+00:00,2020-02-13 04:11:00+00:00,"zero, 0.0h from 2020-02-13T04:11:00Z to 2020-02-13T04:11:00Z"
H2.Z63,H2.Z63.W@zero@1581568500,zero,2020-02-13 04:35:00+00:00,2020-02-13 04:35:00+00:00,"zero, 0.0h from 2020-02-13T04:35:00Z to 2020-02-13T04:35:00Z"
H2.Z63,H2.Z63.W@zero@1581569940,zero,2020-02-13 04:59:00+00:00,2020-02-13 04:59:00+00:00,"zero, 0.0h from 2020-02-13T04:59:00Z to 2020-02-13T04:59:00Z"
H2.Z63,H2.Z63.W@zero@1581571500,zero,2020-02-13 05:25:00+00:00,2020-02-13 05:25:00+00:00,"zero, 0.0h from 2020-02-13T05:25:00Z to 2020-02-13T05:25:00Z"
H2.Z63,H2.Z63.W@zero@1581572940,zero,2020-02-13 05:49:00+00:00,2020-02-13 05:49:00+00:00,"zero, 0.0h from 2020-02-13T05:49:00Z to 2020-02-13T05:49:00Z"
H2.Z63,H2.Z63.W@zero@1581574380,zero,2020-02-13 06:13:00+00:00,2020-02-13 06:13:00+00:00,"zero, 0.0h from 2020-02-13T06:13:00Z to 2020-02-13T06:13:00Z"
H2.Z63,H2.Z63.W@zero@1581575820,zero,2020-02-13 06:37:00+00:00,2020-02-13 06:37:00+00:00,"zero, 0.0h from 2020-02-13T06:37:00Z to 2020-02-13T06:37:00Z"
H2.Z63,H2.Z63.W@zero@1581577260,zero,2020-02-13 07:01:00+00:00,2020-02-13 07:01:00+00:00,"zero, 0.0h from 2020-02-13T07:01:00Z to 2020-02-13T07:01:00Z"
H2.Z63,H2.Z63.W@zero@1581578700,zero,2020-02-13 07:25:00+00:00,2020-02-13 07:25:00+00:00,"zero, 0.0h from 2020-02-13T07:25:00Z to 2020-02-13T07:25:00Z"
H2.Z63,H2.Z63.W@zero@1581580140,zero,2020-02-13 07:49:00+00:00,2020-02-13 07:49:00+00:00,"zero, 0.0h from 2020-02-13T07:49:00Z to 2020-02-13T07:49:00Z"
H2.Z63,H2.Z63.W@zero@1581581580,zero,2020-02-13 08:13:00+00:00,2020-02-13 08:13:00+00:00,"zero, 0.0h from 2020-02-13T08:13:00Z to 2020-02-13T08:13:00Z"
H2.Z63,H2.Z63.W@zero@1581583020,zero,2020-02-13 08:37:00+00:00,2020-02-13 08:37:00+00:00,"zero, 0.0h from 2020-02-13T08:37:00Z to 2020-02-13T08:37:00Z"
H2.Z63,H2.Z63.W@zero@1581584460,zero,2020-02-13 09:01:00+00:00,2020-02-13 09:01:00+00:00,"zero, 0.0h from 2020-02-13T09:01:00Z to 2020-02-13T09:01:00Z"
H2.Z63,H2.Z63.W@zero@1581585900,zero,2020-02-13 09:25:00+00:00,2020-02-13 09:25:00+00:00,"zero, 0.0h from 2020-02-13T09:25:00Z to 2020-02-13T09:25:00Z"
H2.Z63,H2.Z63.W@zero@1581588720,zero,2020-02-13 10:12:00+00:00,2020-02-13 10:12:00+00:00,"zero, 0.0h from 2020-02-13T10:12:00Z to 2020-02-13T10:12:00Z"
H2.Z63,H2.Z63.W@zero@1581591540,zero,2020-02-13 10:59:00+00:00,2020-02-13 10:59:00+00:00,"zero, 0.0h from 2020-02-13T10:59:00Z to 2020-02-13T10:59:00Z"
